trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2018-08-15 03:27:43pm, STATIC, random_18, false, RIGHT, 3422, 1, 1, 1, 1
1,2018-08-15 03:27:49pm, STATIC, random_18, true, LEFT, 5968, 0, 0, 0, 0
2,2018-08-15 03:27:52pm, STATIC, random_18, false, RIGHT, 3135, 0, 0, 0, 0
3,2018-08-15 03:27:55pm, STATIC, random_18, false, RIGHT, 3681, 1, 0, 0, 1
4,2018-08-15 03:27:59pm, STATIC, random_18, false, RIGHT, 3304, 0, 0, 0, 0
5,2018-08-15 03:28:03pm, STATIC, random_18, true, LEFT, 3841, 0, 0, 0, 0
6,2018-08-15 03:28:05pm, STATIC, random_18, true, LEFT, 2935, 1, 0, 1, 0
7,2018-08-15 03:28:09pm, STATIC, random_18, false, RIGHT, 3280, 0, 0, 0, 0
8,2018-08-15 03:28:12pm, STATIC, random_18, false, RIGHT, 2840, 0, 1, 1, 0
9,2018-08-15 03:28:14pm, STATIC, random_18, true, LEFT, 2839, 0, 0, 0, 0
10,2018-08-15 03:28:17pm, STATIC, random_18, false, RIGHT, 2441, 0, 0, 0, 0
11,2018-08-15 03:28:20pm, STATIC, random_18, false, RIGHT, 2728, 0, 1, 1, 0
12,2018-08-15 03:28:22pm, STATIC, random_18, false, RIGHT, 2856, 0, 0, 0, 0
13,2018-08-15 03:28:25pm, STATIC, random_18, false, RIGHT, 2608, 1, 1, 1, 1
14,2018-08-15 03:28:28pm, STATIC, random_18, false, RIGHT, 2720, 0, 0, 0, 0
15,2018-08-15 03:28:30pm, STATIC, random_18, true, LEFT, 2416, 1, 0, 1, 0
16,2018-08-15 03:28:33pm, STATIC, random_18, true, LEFT, 2895, 1, 0, 1, 0
17,2018-08-15 03:28:36pm, STATIC, random_18, false, RIGHT, 3034, 1, 0, 0, 1
18,2018-08-15 03:28:39pm, STATIC, random_18, false, RIGHT, 2586, 1, 0, 0, 1
19,2018-08-15 03:28:42pm, STATIC, random_18, true, LEFT, 2973, 0, 0, 0, 0
20,2018-08-15 03:28:44pm, STATIC, random_18, true, LEFT, 2672, 0, 0, 0, 0
21,2018-08-15 03:28:47pm, STATIC, random_18, true, LEFT, 2912, 0, 0, 0, 0
22,2018-08-15 03:28:50pm, STATIC, random_18, true, LEFT, 2777, 0, 0, 0, 0
23,2018-08-15 03:28:53pm, STATIC, random_18, true, LEFT, 2759, 0, 0, 0, 0
24,2018-08-15 03:28:55pm, STATIC, random_18, false, RIGHT, 2616, 1, 0, 0, 1
25,2018-08-15 03:28:58pm, STATIC, random_18, true, LEFT, 2776, 0, 0, 0, 0
26,2018-08-15 03:29:01pm, STATIC, random_18, false, RIGHT, 2464, 0, 0, 0, 0
27,2018-08-15 03:29:03pm, STATIC, random_18, false, RIGHT, 2584, 1, 1, 1, 1
28,2018-08-15 03:29:06pm, STATIC, random_18, false, RIGHT, 3008, 0, 0, 0, 0
29,2018-08-15 03:29:09pm, STATIC, random_18, false, RIGHT, 2552, 1, 0, 0, 1
30,2018-08-15 03:29:13pm, STATIC, random_18, false, RIGHT, 2770, 0, 0, 0, 0
31,2018-08-15 03:29:16pm, STATIC, random_18, false, RIGHT, 4094, 0, 1, 1, 0
