trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2018-08-15 01:43:43pm, STATIC, random_7, true, RIGHT, 5351, 1, 0, 1, 0
1,2018-08-15 01:43:47pm, STATIC, random_7, true, RIGHT, 3846, 0, 0, 0, 0
2,2018-08-15 01:43:51pm, STATIC, random_7, false, LEFT, 4233, 0, 1, 1, 0
3,2018-08-15 01:43:56pm, STATIC, random_7, true, RIGHT, 4572, 0, 0, 0, 0
4,2018-08-15 01:43:59pm, STATIC, random_7, false, LEFT, 3561, 0, 1, 1, 0
5,2018-08-15 01:44:03pm, STATIC, random_7, true, RIGHT, 3632, 0, 0, 0, 0
6,2018-08-15 01:44:06pm, STATIC, random_7, true, RIGHT, 3152, 0, 0, 0, 0
7,2018-08-15 01:44:10pm, STATIC, random_7, false, LEFT, 3424, 0, 1, 1, 0
8,2018-08-15 01:44:15pm, STATIC, random_7, false, LEFT, 5015, 1, 0, 0, 1
9,2018-08-15 01:44:18pm, STATIC, random_7, false, LEFT, 3496, 0, 1, 1, 0
10,2018-08-15 01:44:23pm, STATIC, random_7, false, LEFT, 3505, 0, 0, 0, 0
11,2018-08-15 01:44:30pm, STATIC, random_7, true, RIGHT, 8303, 0, 0, 0, 0
12,2018-08-15 01:44:35pm, STATIC, random_7, true, RIGHT, 4513, 0, 0, 0, 0
13,2018-08-15 01:44:37pm, STATIC, random_7, false, LEFT, 2712, 0, 0, 0, 0
14,2018-08-15 01:44:40pm, STATIC, random_7, false, LEFT, 3224, 1, 0, 0, 1
15,2018-08-15 01:44:44pm, STATIC, random_7, true, RIGHT, 3198, 1, 0, 1, 0
16,2018-08-15 01:44:47pm, STATIC, random_7, true, RIGHT, 3350, 1, 1, 1, 1
17,2018-08-15 01:44:50pm, STATIC, random_7, true, RIGHT, 3104, 0, 1, 0, 1
18,2018-08-15 01:44:53pm, STATIC, random_7, true, RIGHT, 2769, 0, 0, 0, 0
19,2018-08-15 01:44:57pm, STATIC, random_7, true, RIGHT, 3991, 0, 0, 0, 0
20,2018-08-15 01:45:00pm, STATIC, random_7, false, LEFT, 2782, 1, 1, 1, 1
21,2018-08-15 01:45:03pm, STATIC, random_7, false, LEFT, 3271, 0, 1, 1, 0
22,2018-08-15 01:45:06pm, STATIC, random_7, true, RIGHT, 2832, 0, 0, 0, 0
