trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2018-08-15 01:42:38pm, STATIC, random_7, true, RIGHT, 5291, 1, 0, 1, 0
1,2018-08-15 01:42:46pm, STATIC, random_7, false, LEFT, 7853, 0, 0, 0, 0
2,2018-08-15 01:42:50pm, STATIC, random_7, true, RIGHT, 4395, 1, 0, 1, 0
3,2018-08-15 01:42:57pm, STATIC, random_7, false, LEFT, 6711, 0, 0, 0, 0
4,2018-08-15 01:43:01pm, STATIC, random_7, true, RIGHT, 3779, 1, 0, 1, 0
5,2018-08-15 01:43:05pm, STATIC, random_7, false, LEFT, 4181, 0, 0, 0, 0
6,2018-08-15 01:43:17pm, STATIC, random_7, true, RIGHT, 12564, 0, 0, 0, 0
7,2018-08-15 01:43:21pm, STATIC, random_7, false, LEFT, 3856, 0, 1, 1, 0
8,2018-08-15 01:43:25pm, STATIC, random_7, true, RIGHT, 4049, 0, 1, 0, 1
9,2018-08-15 01:43:29pm, STATIC, random_7, false, LEFT, 3800, 0, 1, 1, 0
10,2018-08-15 01:43:33pm, STATIC, random_7, true, RIGHT, 3836, 0, 0, 0, 0
11,2018-08-15 01:43:36pm, STATIC, random_7, true, RIGHT, 3283, 0, 0, 0, 0
12,2018-08-15 01:43:40pm, STATIC, random_7, true, RIGHT, 3621, 0, 0, 0, 0
13,2018-08-15 01:43:43pm, STATIC, random_7, true, RIGHT, 3462, 0, 0, 0, 0
14,2018-08-15 01:43:47pm, STATIC, random_7, false, LEFT, 3432, 1, 0, 0, 1
15,2018-08-15 01:43:51pm, STATIC, random_7, true, RIGHT, 3857, 1, 0, 1, 0
16,2018-08-15 01:43:55pm, STATIC, random_7, false, LEFT, 4019, 1, 1, 1, 1
17,2018-08-15 01:43:58pm, STATIC, random_7, true, RIGHT, 3772, 0, 1, 0, 1
18,2018-08-15 01:44:02pm, STATIC, random_7, false, LEFT, 3549, 0, 0, 0, 0
19,2018-08-15 01:44:06pm, STATIC, random_7, true, RIGHT, 3798, 0, 0, 0, 0
20,2018-08-15 01:44:10pm, STATIC, random_7, false, LEFT, 4005, 1, 1, 1, 1
21,2018-08-15 01:44:13pm, STATIC, random_7, false, LEFT, 3310, 0, 1, 1, 0
22,2018-08-15 01:44:16pm, STATIC, random_7, true, RIGHT, 3453, 0, 0, 0, 0
23,2018-08-15 01:44:20pm, STATIC, random_7, false, LEFT, 3184, 0, 1, 1, 0
24,2018-08-15 01:44:24pm, STATIC, random_7, true, RIGHT, 3430, 0, 0, 0, 0
25,2018-08-15 01:44:27pm, STATIC, random_7, true, RIGHT, 3490, 1, 0, 1, 0
26,2018-08-15 01:44:30pm, STATIC, random_7, true, RIGHT, 3073, 0, 0, 0, 0
27,2018-08-15 01:44:33pm, STATIC, random_7, false, LEFT, 3248, 0, 0, 0, 0
28,2018-08-15 01:44:36pm, STATIC, random_7, false, LEFT, 3088, 1, 1, 1, 1
29,2018-08-15 01:44:39pm, STATIC, random_7, true, RIGHT, 3102, 0, 0, 0, 0
30,2018-08-15 01:44:42pm, STATIC, random_7, false, LEFT, 3049, 0, 1, 1, 0
31,2018-08-15 01:44:45pm, STATIC, random_7, true, RIGHT, 3160, 0, 0, 0, 0
32,2018-08-15 01:44:49pm, STATIC, random_7, false, LEFT, 3390, 0, 1, 1, 0
33,2018-08-15 01:44:52pm, STATIC, random_7, true, RIGHT, 3239, 0, 0, 0, 0
34,2018-08-15 01:44:55pm, STATIC, random_7, false, LEFT, 3440, 0, 0, 0, 0
35,2018-08-15 01:44:59pm, STATIC, random_7, true, RIGHT, 3210, 0, 0, 0, 0
36,2018-08-15 01:45:02pm, STATIC, random_7, false, LEFT, 3339, 0, 0, 0, 0
37,2018-08-15 01:45:05pm, STATIC, random_7, true, RIGHT, 3133, 1, 0, 1, 0
38,2018-08-15 01:45:09pm, STATIC, random_7, false, LEFT, 3759, 0, 1, 1, 0
39,2018-08-15 01:45:12pm, STATIC, random_7, true, RIGHT, 3190, 1, 0, 1, 0
40,2018-08-15 01:45:15pm, STATIC, random_7, false, LEFT, 3231, 0, 0, 0, 0
41,2018-08-15 01:45:19pm, STATIC, random_7, true, RIGHT, 3750, 0, 1, 0, 1
42,2018-08-15 01:45:24pm, STATIC, random_7, false, LEFT, 3469, 0, 0, 0, 0
43,2018-08-15 01:45:26pm, STATIC, random_7, true, RIGHT, 3411, 0, 1, 0, 1
44,2018-08-15 01:45:29pm, STATIC, random_7, false, LEFT, 3469, 0, 0, 0, 0
45,2018-08-15 01:45:33pm, STATIC, random_7, true, RIGHT, 3200, 0, 0, 0, 0
46,2018-08-15 01:45:36pm, STATIC, random_7, false, LEFT, 3064, 1, 0, 0, 1
47,2018-08-15 01:45:39pm, STATIC, random_7, false, LEFT, 3546, 0, 0, 0, 0
48,2018-08-15 01:45:42pm, STATIC, random_7, true, RIGHT, 3141, 0, 1, 0, 1
49,2018-08-15 01:45:46pm, STATIC, random_7, false, LEFT, 3699, 0, 0, 0, 0
50,2018-08-15 01:45:49pm, STATIC, random_7, false, LEFT, 3464, 1, 0, 0, 1
51,2018-08-15 01:45:53pm, STATIC, random_7, false, LEFT, 3725, 0, 0, 0, 0
52,2018-08-15 01:45:56pm, STATIC, random_7, true, RIGHT, 3340, 1, 0, 1, 0
53,2018-08-15 01:46:00pm, STATIC, random_7, true, RIGHT, 3408, 0, 1, 0, 1
54,2018-08-15 01:46:03pm, STATIC, random_7, false, LEFT, 3334, 0, 0, 0, 0
55,2018-08-15 01:46:07pm, STATIC, random_7, false, LEFT, 3438, 0, 0, 0, 0
56,2018-08-15 01:46:10pm, STATIC, random_7, true, RIGHT, 3183, 0, 0, 0, 0
57,2018-08-15 01:46:13pm, STATIC, random_7, false, LEFT, 3108, 0, 1, 1, 0
58,2018-08-15 01:46:16pm, STATIC, random_7, true, RIGHT, 3241, 0, 0, 0, 0
59,2018-08-15 01:46:19pm, STATIC, random_7, false, LEFT, 3096, 1, 0, 0, 1
60,2018-08-15 01:46:23pm, STATIC, random_7, false, LEFT, 3399, 0, 1, 1, 0
61,2018-08-15 01:46:27pm, STATIC, random_7, true, RIGHT, 3413, 0, 0, 0, 0
62,2018-08-15 01:46:30pm, STATIC, random_7, false, LEFT, 3631, 0, 0, 0, 0
63,2018-08-15 01:46:33pm, STATIC, random_7, true, RIGHT, 3065, 0, 0, 0, 0
64,2018-08-15 01:46:36pm, STATIC, random_7, true, RIGHT, 3114, 0, 1, 0, 1
65,2018-08-15 01:46:39pm, STATIC, random_7, false, LEFT, 3206, 1, 0, 0, 1
66,2018-08-15 01:46:42pm, STATIC, random_7, true, RIGHT, 3236, 0, 0, 0, 0
67,2018-08-15 01:46:46pm, STATIC, random_7, false, LEFT, 3450, 1, 0, 0, 1
68,2018-08-15 01:46:49pm, STATIC, random_7, true, RIGHT, 3109, 1, 1, 1, 1
69,2018-08-15 01:46:52pm, STATIC, random_7, true, RIGHT, 3011, 0, 1, 0, 1
70,2018-08-15 01:46:55pm, STATIC, random_7, false, LEFT, 3064, 0, 0, 0, 0
71,2018-08-15 01:46:59pm, STATIC, random_7, true, RIGHT, 4173, 0, 1, 0, 1
72,2018-08-15 01:47:03pm, STATIC, random_7, true, RIGHT, 4004, 0, 0, 0, 0
73,2018-08-15 01:47:07pm, STATIC, random_7, false, LEFT, 3668, 0, 0, 0, 0
74,2018-08-15 01:47:10pm, STATIC, random_7, false, LEFT, 3410, 0, 0, 0, 0
75,2018-08-15 01:47:13pm, STATIC, random_7, true, RIGHT, 3031, 0, 1, 0, 1
76,2018-08-15 01:47:16pm, STATIC, random_7, true, RIGHT, 3099, 0, 0, 0, 0
77,2018-08-15 01:47:20pm, STATIC, random_7, false, LEFT, 3140, 0, 0, 0, 0
78,2018-08-15 01:47:23pm, STATIC, random_7, false, LEFT, 3090, 1, 0, 0, 1
79,2018-08-15 01:47:28pm, STATIC, random_7, true, RIGHT, 3819, 0, 0, 0, 0
80,2018-08-15 01:47:29pm, STATIC, random_7, true, RIGHT, 2938, 0, 0, 0, 0
81,2018-08-15 01:47:33pm, STATIC, random_7, false, LEFT, 3563, 1, 0, 0, 1
82,2018-08-15 01:47:36pm, STATIC, random_7, false, LEFT, 3388, 0, 0, 0, 0
83,2018-08-15 01:47:40pm, STATIC, random_7, true, RIGHT, 3531, 0, 0, 0, 0
84,2018-08-15 01:47:43pm, STATIC, random_7, false, LEFT, 3602, 0, 1, 1, 0
85,2018-08-15 01:47:47pm, STATIC, random_7, false, LEFT, 3200, 1, 0, 0, 1
86,2018-08-15 01:47:50pm, STATIC, random_7, true, RIGHT, 3192, 0, 0, 0, 0
87,2018-08-15 01:47:53pm, STATIC, random_7, true, RIGHT, 3166, 0, 0, 0, 0
88,2018-08-15 01:47:57pm, STATIC, random_7, false, LEFT, 3612, 0, 0, 0, 0
89,2018-08-15 01:48:00pm, STATIC, random_7, true, RIGHT, 3168, 0, 1, 0, 1
90,2018-08-15 01:48:03pm, STATIC, random_7, false, LEFT, 3342, 0, 0, 0, 0
91,2018-08-15 01:48:07pm, STATIC, random_7, false, LEFT, 3538, 0, 0, 0, 0
92,2018-08-15 01:48:10pm, STATIC, random_7, false, LEFT, 2992, 1, 0, 0, 1
93,2018-08-15 01:48:14pm, STATIC, random_7, true, RIGHT, 3939, 1, 0, 1, 0
94,2018-08-15 01:48:17pm, STATIC, random_7, true, RIGHT, 3133, 0, 0, 0, 0
95,2018-08-15 01:48:20pm, STATIC, random_7, false, LEFT, 3007, 0, 1, 1, 0
96,2018-08-15 01:48:23pm, STATIC, random_7, false, LEFT, 3271, 0, 0, 0, 0
97,2018-08-15 01:48:28pm, STATIC, random_7, false, LEFT, 3170, 0, 1, 1, 0
98,2018-08-15 01:48:30pm, STATIC, random_7, true, RIGHT, 3870, 0, 0, 0, 0
99,2018-08-15 01:48:34pm, STATIC, random_7, false, LEFT, 3499, 0, 0, 0, 0
