trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2019-09-15 12:07:39pm, STATIC, random_6, true, LEFT, 3235, 0, 0, 0, 0
1,2019-09-15 12:07:42pm, STATIC, random_6, false, RIGHT, 2818, 0, 1, 1, 0
2,2019-09-15 12:07:44pm, STATIC, random_6, true, LEFT, 2318, 1, 0, 0, 1
3,2019-09-15 12:07:47pm, STATIC, random_6, true, LEFT, 2683, 0, 0, 0, 0
4,2019-09-15 12:07:50pm, STATIC, random_6, false, RIGHT, 2915, 0, 0, 0, 0
5,2019-09-15 12:07:52pm, STATIC, random_6, false, RIGHT, 2526, 0, 1, 1, 0
6,2019-09-15 12:07:55pm, STATIC, random_6, false, RIGHT, 2584, 0, 1, 1, 0
7,2019-09-15 12:07:58pm, STATIC, random_6, true, LEFT, 2746, 1, 0, 0, 1
8,2019-09-15 12:08:06pm, STATIC, random_6, true, LEFT, 8406, 0, 0, 0, 0
9,2019-09-15 12:08:08pm, STATIC, random_6, true, LEFT, 2286, 0, 1, 1, 0
10,2019-09-15 12:08:11pm, STATIC, random_6, true, LEFT, 2158, 1, 1, 1, 1
11,2019-09-15 12:08:18pm, STATIC, random_6, true, LEFT, 7602, 1, 0, 0, 1
12,2019-09-15 12:08:21pm, STATIC, random_6, true, LEFT, 2515, 1, 0, 0, 1
13,2019-09-15 12:08:23pm, STATIC, random_6, true, LEFT, 2111, 0, 0, 0, 0
14,2019-09-15 12:08:25pm, STATIC, random_6, true, LEFT, 2054, 0, 0, 0, 0
15,2019-09-15 12:08:27pm, STATIC, random_6, true, LEFT, 2182, 0, 0, 0, 0
16,2019-09-15 12:08:30pm, STATIC, random_6, true, LEFT, 2585, 0, 0, 0, 0
17,2019-09-15 12:08:32pm, STATIC, random_6, true, LEFT, 2202, 0, 0, 0, 0
18,2019-09-15 12:08:34pm, STATIC, random_6, false, RIGHT, 2136, 0, 0, 0, 0
19,2019-09-15 12:08:37pm, STATIC, random_6, false, RIGHT, 2634, 0, 1, 1, 0
20,2019-09-15 12:08:39pm, STATIC, random_6, true, LEFT, 2159, 1, 1, 1, 1
21,2019-09-15 12:08:41pm, STATIC, random_6, true, LEFT, 2208, 0, 0, 0, 0
22,2019-09-15 12:08:44pm, STATIC, random_6, true, LEFT, 2831, 0, 0, 0, 0
23,2019-09-15 12:08:46pm, STATIC, random_6, true, LEFT, 2315, 0, 0, 0, 0
24,2019-09-15 12:08:48pm, STATIC, random_6, false, RIGHT, 2166, 0, 1, 1, 0
25,2019-09-15 12:08:50pm, STATIC, random_6, true, LEFT, 2219, 0, 0, 0, 0
26,2019-09-15 12:08:53pm, STATIC, random_6, true, LEFT, 2199, 0, 0, 0, 0
27,2019-09-15 12:08:55pm, STATIC, random_6, false, RIGHT, 2219, 1, 1, 1, 1
28,2019-09-15 12:08:57pm, STATIC, random_6, false, RIGHT, 2157, 1, 1, 1, 1
29,2019-09-15 12:08:59pm, STATIC, random_6, false, RIGHT, 2347, 0, 0, 0, 0
30,2019-09-15 12:09:02pm, STATIC, random_6, false, RIGHT, 2188, 0, 0, 0, 0
31,2019-09-15 12:09:04pm, STATIC, random_6, false, RIGHT, 2396, 0, 0, 0, 0
32,2019-09-15 12:09:06pm, STATIC, random_6, false, RIGHT, 2141, 0, 0, 0, 0
33,2019-09-15 12:09:08pm, STATIC, random_6, true, LEFT, 2119, 0, 0, 0, 0
34,2019-09-15 12:09:10pm, STATIC, random_6, true, LEFT, 2077, 1, 0, 0, 1
35,2019-09-15 12:09:13pm, STATIC, random_6, true, LEFT, 2689, 1, 0, 0, 1
36,2019-09-15 12:09:15pm, STATIC, random_6, true, LEFT, 2190, 0, 1, 1, 0
37,2019-09-15 12:09:17pm, STATIC, random_6, true, LEFT, 2245, 0, 0, 0, 0
38,2019-09-15 12:09:20pm, STATIC, random_6, true, LEFT, 2182, 0, 0, 0, 0
39,2019-09-15 12:09:22pm, STATIC, random_6, true, LEFT, 2126, 0, 0, 0, 0
40,2019-09-15 12:09:24pm, STATIC, random_6, true, LEFT, 2024, 0, 0, 0, 0
41,2019-09-15 12:09:26pm, STATIC, random_6, false, RIGHT, 2168, 0, 0, 0, 0
42,2019-09-15 12:09:28pm, STATIC, random_6, false, RIGHT, 1978, 1, 0, 0, 1
