trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2018-08-15 03:27:15pm, STATIC, random_6, true, RIGHT, 6993, 0, 0, 0, 0
1,2018-08-15 03:27:20pm, STATIC, random_6, false, LEFT, 4537, 0, 1, 1, 0
2,2018-08-15 03:27:23pm, STATIC, random_6, false, LEFT, 2879, 1, 0, 0, 1
3,2018-08-15 03:27:28pm, STATIC, random_6, true, RIGHT, 4505, 0, 0, 0, 0
4,2018-08-15 03:27:30pm, STATIC, random_6, true, RIGHT, 2455, 0, 0, 0, 0
5,2018-08-15 03:27:32pm, STATIC, random_6, true, RIGHT, 2288, 1, 0, 1, 0
6,2018-08-15 03:27:35pm, STATIC, random_6, false, LEFT, 2584, 0, 1, 1, 0
7,2018-08-15 03:27:37pm, STATIC, random_6, false, LEFT, 2432, 1, 0, 0, 1
8,2018-08-15 03:27:40pm, STATIC, random_6, true, RIGHT, 2528, 0, 0, 0, 0
9,2018-08-15 03:27:43pm, STATIC, random_6, false, LEFT, 2712, 0, 1, 1, 0
10,2018-08-15 03:27:45pm, STATIC, random_6, false, LEFT, 2344, 1, 1, 1, 1
11,2018-08-15 03:27:47pm, STATIC, random_6, true, RIGHT, 2455, 0, 1, 0, 1
12,2018-08-15 03:27:50pm, STATIC, random_6, true, RIGHT, 2952, 0, 1, 0, 1
13,2018-08-15 03:27:53pm, STATIC, random_6, true, RIGHT, 2953, 0, 0, 0, 0
14,2018-08-15 03:27:56pm, STATIC, random_6, true, RIGHT, 2496, 0, 0, 0, 0
15,2018-08-15 03:27:59pm, STATIC, random_6, true, RIGHT, 2671, 0, 0, 0, 0
16,2018-08-15 03:28:01pm, STATIC, random_6, true, RIGHT, 2417, 0, 0, 0, 0
17,2018-08-15 03:28:03pm, STATIC, random_6, false, LEFT, 2352, 0, 0, 0, 0
18,2018-08-15 03:28:06pm, STATIC, random_6, true, RIGHT, 3328, 0, 0, 0, 0
19,2018-08-15 03:28:12pm, STATIC, random_6, false, LEFT, 4984, 0, 1, 1, 0
20,2018-08-15 03:28:14pm, STATIC, random_6, true, RIGHT, 2927, 1, 1, 1, 1
