trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2018-07-29 04:13:20pm, STATIC, random_11, true, LEFT, 2010, 0, 0, 0, 0
1,2018-07-29 04:13:25pm, STATIC, random_11, false, RIGHT, 4888, 0, 1, 1, 0
2,2018-07-29 04:13:34pm, STATIC, random_11, true, LEFT, 8176, 0, 0, 0, 0
3,2018-07-29 04:13:36pm, STATIC, random_11, false, RIGHT, 2680, 0, 0, 0, 0
4,2018-07-29 04:13:39pm, STATIC, random_11, false, RIGHT, 3129, 0, 0, 0, 0
5,2018-07-29 04:13:42pm, STATIC, random_11, false, RIGHT, 2471, 1, 1, 1, 1
6,2018-07-29 04:13:45pm, STATIC, random_11, false, RIGHT, 2952, 0, 1, 1, 0
7,2018-07-29 04:13:47pm, STATIC, random_11, false, RIGHT, 2616, 1, 1, 1, 1
8,2018-07-29 04:13:51pm, STATIC, random_11, true, LEFT, 3697, 0, 1, 0, 1
9,2018-07-29 04:13:54pm, STATIC, random_11, false, RIGHT, 3183, 0, 0, 0, 0
10,2018-07-29 04:13:57pm, STATIC, random_11, true, LEFT, 2731, 0, 0, 0, 0
11,2018-07-29 04:13:59pm, STATIC, random_11, false, RIGHT, 2679, 0, 0, 0, 0
12,2018-07-29 04:14:02pm, STATIC, random_11, true, LEFT, 2752, 0, 0, 0, 0
13,2018-07-29 04:14:05pm, STATIC, random_11, false, RIGHT, 2516, 0, 0, 0, 0
14,2018-07-29 04:14:07pm, STATIC, random_11, false, RIGHT, 2475, 0, 1, 1, 0
15,2018-07-29 04:14:10pm, STATIC, random_11, false, RIGHT, 2352, 0, 0, 0, 0
16,2018-07-29 04:14:12pm, STATIC, random_11, false, RIGHT, 2409, 0, 0, 0, 0
17,2018-07-29 04:14:15pm, STATIC, random_11, true, LEFT, 2391, 1, 0, 1, 0
18,2018-07-29 04:14:24pm, STATIC, random_11, true, LEFT, 8960, 0, 1, 0, 1
19,2018-07-29 04:14:26pm, STATIC, random_11, true, LEFT, 2753, 0, 0, 0, 0
20,2018-07-29 04:14:28pm, STATIC, random_11, true, LEFT, 2359, 0, 0, 0, 0
21,2018-07-29 04:14:31pm, STATIC, random_11, true, LEFT, 2583, 0, 0, 0, 0
22,2018-07-29 04:14:34pm, STATIC, random_11, true, LEFT, 2393, 0, 1, 0, 1
23,2018-07-29 04:14:36pm, STATIC, random_11, true, LEFT, 2401, 0, 0, 0, 0
24,2018-07-29 04:14:38pm, STATIC, random_11, false, RIGHT, 2600, 0, 0, 0, 0
25,2018-07-29 04:14:41pm, STATIC, random_11, false, RIGHT, 2520, 0, 0, 0, 0
26,2018-07-29 04:14:44pm, STATIC, random_11, false, RIGHT, 2511, 0, 0, 0, 0
27,2018-07-29 04:14:47pm, STATIC, random_11, false, RIGHT, 3482, 0, 1, 1, 0
28,2018-07-29 04:14:49pm, STATIC, random_11, false, RIGHT, 2430, 0, 0, 0, 0
29,2018-07-29 04:14:52pm, STATIC, random_11, true, LEFT, 2393, 0, 0, 0, 0
30,2018-07-29 04:14:55pm, STATIC, random_11, true, LEFT, 2895, 1, 1, 1, 1
31,2018-07-29 04:14:57pm, STATIC, random_11, true, LEFT, 2514, 0, 1, 0, 1
32,2018-07-29 04:15:00pm, STATIC, random_11, true, LEFT, 2447, 0, 0, 0, 0
33,2018-07-29 04:15:02pm, STATIC, random_11, true, LEFT, 2320, 0, 1, 0, 1
