trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2018-08-15 01:43:09pm, STATIC, random_11, false, LEFT, 3921, 0, 0, 0, 0
1,2018-08-15 01:43:12pm, STATIC, random_11, true, RIGHT, 3208, 1, 0, 1, 0
2,2018-08-15 01:43:15pm, STATIC, random_11, true, RIGHT, 2816, 0, 0, 0, 0
3,2018-08-15 01:43:18pm, STATIC, random_11, false, LEFT, 2824, 0, 0, 0, 0
4,2018-08-15 01:43:20pm, STATIC, random_11, true, RIGHT, 2343, 0, 0, 0, 0
5,2018-08-15 01:43:23pm, STATIC, random_11, false, LEFT, 2536, 1, 1, 1, 1
6,2018-08-15 01:43:26pm, STATIC, random_11, true, RIGHT, 2776, 1, 0, 1, 0
7,2018-08-15 01:43:28pm, STATIC, random_11, false, LEFT, 2273, 1, 1, 1, 1
8,2018-08-15 01:43:30pm, STATIC, random_11, true, RIGHT, 2183, 0, 1, 0, 1
9,2018-08-15 01:43:33pm, STATIC, random_11, true, RIGHT, 2473, 0, 0, 0, 0
10,2018-08-15 01:43:35pm, STATIC, random_11, false, LEFT, 2199, 0, 0, 0, 0
11,2018-08-15 01:43:37pm, STATIC, random_11, true, RIGHT, 2128, 0, 0, 0, 0
12,2018-08-15 01:43:39pm, STATIC, random_11, false, LEFT, 2232, 0, 0, 0, 0
13,2018-08-15 01:43:41pm, STATIC, random_11, false, LEFT, 2240, 0, 0, 0, 0
14,2018-08-15 01:43:43pm, STATIC, random_11, true, RIGHT, 2088, 1, 0, 1, 0
15,2018-08-15 01:43:46pm, STATIC, random_11, false, LEFT, 2168, 0, 0, 0, 0
16,2018-08-15 01:43:48pm, STATIC, random_11, true, RIGHT, 2040, 0, 0, 0, 0
17,2018-08-15 01:43:50pm, STATIC, random_11, false, LEFT, 2104, 0, 1, 1, 0
18,2018-08-15 01:43:52pm, STATIC, random_11, true, RIGHT, 2128, 0, 1, 0, 1
19,2018-08-15 01:43:54pm, STATIC, random_11, false, LEFT, 2056, 0, 0, 0, 0
20,2018-08-15 01:43:56pm, STATIC, random_11, true, RIGHT, 2056, 0, 0, 0, 0
