trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2018-08-15 01:43:01pm, STATIC, random_10, true, RIGHT, 11327, 1, 1, 1, 1
1,2018-08-15 01:43:06pm, STATIC, random_10, true, RIGHT, 4895, 0, 0, 0, 0
2,2018-08-15 01:43:11pm, STATIC, random_10, true, RIGHT, 5801, 1, 0, 1, 0
3,2018-08-15 01:43:16pm, STATIC, random_10, true, RIGHT, 4421, 0, 0, 0, 0
4,2018-08-15 01:43:20pm, STATIC, random_10, true, RIGHT, 4176, 0, 0, 0, 0
5,2018-08-15 01:43:24pm, STATIC, random_10, false, LEFT, 3753, 0, 0, 0, 0
6,2018-08-15 01:43:30pm, STATIC, random_10, true, RIGHT, 5808, 1, 1, 1, 1
7,2018-08-15 01:43:35pm, STATIC, random_10, false, LEFT, 5311, 0, 1, 1, 0
8,2018-08-15 01:43:39pm, STATIC, random_10, false, LEFT, 4329, 0, 0, 0, 0
9,2018-08-15 01:43:42pm, STATIC, random_10, true, RIGHT, 3167, 0, 0, 0, 0
10,2018-08-15 01:43:46pm, STATIC, random_10, true, RIGHT, 3912, 1, 0, 1, 0
11,2018-08-15 01:43:50pm, STATIC, random_10, true, RIGHT, 3905, 0, 1, 0, 1
12,2018-08-15 01:43:59pm, STATIC, random_10, true, RIGHT, 8872, 1, 0, 1, 0
13,2018-08-15 01:44:07pm, STATIC, random_10, false, LEFT, 7696, 1, 0, 0, 1
14,2018-08-15 01:44:11pm, STATIC, random_10, true, RIGHT, 4215, 0, 1, 0, 1
15,2018-08-15 01:44:16pm, STATIC, random_10, true, RIGHT, 4883, 0, 0, 0, 0
16,2018-08-15 01:44:20pm, STATIC, random_10, true, RIGHT, 3904, 0, 0, 0, 0
17,2018-08-15 01:44:25pm, STATIC, random_10, true, RIGHT, 4879, 1, 1, 1, 1
18,2018-08-15 01:44:30pm, STATIC, random_10, false, LEFT, 5281, 1, 0, 0, 1
19,2018-08-15 01:44:36pm, STATIC, random_10, true, RIGHT, 5943, 0, 1, 0, 1
20,2018-08-15 01:44:38pm, STATIC, random_10, false, LEFT, 2825, 0, 0, 0, 0
21,2018-08-15 01:44:41pm, STATIC, random_10, true, RIGHT, 2903, 0, 0, 0, 0
22,2018-08-15 01:44:44pm, STATIC, random_10, false, LEFT, 2665, 0, 0, 0, 0
23,2018-08-15 01:44:47pm, STATIC, random_10, true, RIGHT, 3008, 0, 0, 0, 0
24,2018-08-15 01:44:50pm, STATIC, random_10, true, RIGHT, 2664, 0, 0, 0, 0
25,2018-08-15 01:44:54pm, STATIC, random_10, true, RIGHT, 4128, 1, 0, 1, 0
26,2018-08-15 01:45:04pm, STATIC, random_10, true, RIGHT, 9519, 0, 0, 0, 0
27,2018-08-15 01:45:39pm, STATIC, random_10, true, RIGHT, 35493, 0, 1, 0, 1
28,2018-08-15 01:45:41pm, STATIC, random_10, true, RIGHT, 2473, 0, 0, 0, 0
