trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2018-08-15 01:42:43pm, STATIC, random_10, false, LEFT, 8949, 1, 1, 1, 1
1,2018-08-15 01:42:47pm, STATIC, random_10, false, LEFT, 3409, 0, 0, 0, 0
2,2018-08-15 01:42:55pm, STATIC, random_10, true, RIGHT, 8430, 1, 0, 1, 0
3,2018-08-15 01:42:59pm, STATIC, random_10, true, RIGHT, 3393, 0, 0, 0, 0
4,2018-08-15 01:43:01pm, STATIC, random_10, false, LEFT, 2775, 0, 0, 0, 0
5,2018-08-15 01:43:04pm, STATIC, random_10, true, RIGHT, 2657, 0, 0, 0, 0
6,2018-08-15 01:43:07pm, STATIC, random_10, false, LEFT, 3192, 1, 1, 1, 1
7,2018-08-15 01:43:10pm, STATIC, random_10, false, LEFT, 2519, 0, 1, 1, 0
8,2018-08-15 01:43:13pm, STATIC, random_10, true, RIGHT, 2992, 0, 0, 0, 0
9,2018-08-15 01:43:15pm, STATIC, random_10, false, LEFT, 2632, 0, 0, 0, 0
10,2018-08-15 01:43:18pm, STATIC, random_10, true, RIGHT, 2466, 1, 0, 1, 0
11,2018-08-15 01:43:21pm, STATIC, random_10, true, RIGHT, 2952, 0, 1, 0, 1
12,2018-08-15 01:43:23pm, STATIC, random_10, false, LEFT, 2520, 0, 1, 1, 0
13,2018-08-15 01:43:26pm, STATIC, random_10, true, RIGHT, 2527, 0, 1, 0, 1
14,2018-08-15 01:43:28pm, STATIC, random_10, false, LEFT, 2385, 1, 0, 0, 1
15,2018-08-15 01:43:31pm, STATIC, random_10, false, LEFT, 2512, 0, 0, 0, 0
16,2018-08-15 01:43:37pm, STATIC, random_10, true, RIGHT, 6424, 0, 0, 0, 0
17,2018-08-15 01:43:40pm, STATIC, random_10, false, LEFT, 2359, 1, 1, 1, 1
18,2018-08-15 01:43:42pm, STATIC, random_10, false, LEFT, 2728, 1, 0, 0, 1
19,2018-08-15 01:43:46pm, STATIC, random_10, false, LEFT, 3880, 1, 0, 0, 1
20,2018-08-15 01:43:54pm, STATIC, random_10, false, LEFT, 7951, 0, 0, 0, 0
21,2018-08-15 01:43:57pm, STATIC, random_10, true, RIGHT, 2689, 0, 0, 0, 0
22,2018-08-15 01:43:59pm, STATIC, random_10, false, LEFT, 2823, 0, 0, 0, 0
23,2018-08-15 01:44:02pm, STATIC, random_10, true, RIGHT, 2336, 0, 0, 0, 0
24,2018-08-15 01:44:04pm, STATIC, random_10, false, LEFT, 2561, 0, 0, 0, 0
25,2018-08-15 01:44:07pm, STATIC, random_10, true, RIGHT, 2248, 1, 0, 1, 0
26,2018-08-15 01:44:13pm, STATIC, random_10, false, LEFT, 6079, 0, 0, 0, 0
27,2018-08-15 01:44:18pm, STATIC, random_10, true, RIGHT, 5506, 0, 1, 0, 1
28,2018-08-15 01:44:21pm, STATIC, random_10, false, LEFT, 2849, 0, 0, 0, 0
29,2018-08-15 01:44:24pm, STATIC, random_10, true, RIGHT, 2326, 0, 0, 0, 0
30,2018-08-15 01:44:27pm, STATIC, random_10, true, RIGHT, 4097, 0, 1, 0, 1
31,2018-08-15 01:44:31pm, STATIC, random_10, true, RIGHT, 2792, 1, 1, 1, 1
32,2018-08-15 01:44:35pm, STATIC, random_10, true, RIGHT, 4399, 1, 0, 1, 0
33,2018-08-15 01:44:54pm, STATIC, random_10, false, LEFT, 18928, 0, 0, 0, 0
34,2018-08-15 01:44:59pm, STATIC, random_10, true, RIGHT, 5199, 0, 0, 0, 0
35,2018-08-15 01:45:01pm, STATIC, random_10, false, LEFT, 2424, 1, 0, 0, 1
36,2018-08-15 01:45:04pm, STATIC, random_10, false, LEFT, 2720, 0, 0, 0, 0
37,2018-08-15 01:45:07pm, STATIC, random_10, true, RIGHT, 3304, 0, 0, 0, 0
38,2018-08-15 01:45:10pm, STATIC, random_10, false, LEFT, 2288, 0, 1, 1, 0
39,2018-08-15 01:45:12pm, STATIC, random_10, true, RIGHT, 2432, 0, 1, 0, 1
40,2018-08-15 01:45:15pm, STATIC, random_10, true, RIGHT, 2576, 0, 0, 0, 0
41,2018-08-15 01:45:17pm, STATIC, random_10, false, LEFT, 2480, 0, 0, 0, 0
42,2018-08-15 01:45:20pm, STATIC, random_10, false, LEFT, 2513, 1, 0, 0, 1
43,2018-08-15 01:45:24pm, STATIC, random_10, false, LEFT, 2512, 0, 0, 0, 0
44,2018-08-15 01:45:25pm, STATIC, random_10, false, LEFT, 2816, 1, 0, 0, 1
45,2018-08-15 01:45:28pm, STATIC, random_10, true, RIGHT, 2888, 1, 1, 1, 1
