trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2018-07-29 03:46:13pm, STATIC, random_19, false, LEFT, 2620, 0, 0, 0, 0
1,2018-07-29 03:46:18pm, STATIC, random_19, true, RIGHT, 4313, 1, 0, 1, 0
2,2018-07-29 03:46:21pm, STATIC, random_19, false, LEFT, 3140, 0, 0, 0, 0
3,2018-07-29 03:46:27pm, STATIC, random_19, false, LEFT, 5798, 0, 0, 0, 0
4,2018-07-29 03:46:32pm, STATIC, random_19, false, LEFT, 5167, 0, 0, 0, 0
5,2018-07-29 03:46:36pm, STATIC, random_19, true, RIGHT, 4509, 1, 1, 1, 1
6,2018-07-29 03:46:39pm, STATIC, random_19, true, RIGHT, 2672, 0, 0, 0, 0
7,2018-07-29 03:46:43pm, STATIC, random_19, true, RIGHT, 3950, 0, 0, 0, 0
8,2018-07-29 03:46:45pm, STATIC, random_19, true, RIGHT, 2485, 1, 0, 1, 0
9,2018-07-29 03:46:49pm, STATIC, random_19, true, RIGHT, 3243, 0, 0, 0, 0
10,2018-07-29 03:47:01pm, STATIC, random_19, true, RIGHT, 12298, 0, 0, 0, 0
11,2018-07-29 03:47:04pm, STATIC, random_19, true, RIGHT, 3292, 0, 0, 0, 0
12,2018-07-29 03:47:08pm, STATIC, random_19, true, RIGHT, 4161, 0, 0, 0, 0
13,2018-07-29 03:47:12pm, STATIC, random_19, false, LEFT, 3372, 0, 0, 0, 0
14,2018-07-29 03:47:16pm, STATIC, random_19, false, LEFT, 3922, 0, 0, 0, 0
15,2018-07-29 03:47:19pm, STATIC, random_19, false, LEFT, 3330, 1, 1, 1, 1
16,2018-07-29 03:47:23pm, STATIC, random_19, true, RIGHT, 3703, 1, 1, 1, 1
17,2018-07-29 03:47:30pm, STATIC, random_19, true, RIGHT, 7162, 0, 1, 0, 1
18,2018-07-29 03:47:34pm, STATIC, random_19, false, LEFT, 3806, 0, 0, 0, 0
19,2018-07-29 03:47:37pm, STATIC, random_19, false, LEFT, 3124, 0, 0, 0, 0
20,2018-07-29 03:47:40pm, STATIC, random_19, false, LEFT, 3381, 0, 0, 0, 0
21,2018-07-29 03:47:43pm, STATIC, random_19, false, LEFT, 2418, 1, 0, 0, 1
22,2018-07-29 03:47:46pm, STATIC, random_19, true, RIGHT, 3115, 0, 0, 0, 0
23,2018-07-29 03:47:50pm, STATIC, random_19, true, RIGHT, 4187, 0, 1, 0, 1
24,2018-07-29 03:47:54pm, STATIC, random_19, true, RIGHT, 4069, 0, 1, 0, 1
25,2018-07-29 03:47:58pm, STATIC, random_19, true, RIGHT, 3704, 0, 0, 0, 0
26,2018-07-29 03:48:01pm, STATIC, random_19, true, RIGHT, 2969, 0, 0, 0, 0
27,2018-07-29 03:48:04pm, STATIC, random_19, true, RIGHT, 3381, 1, 0, 1, 0
28,2018-07-29 03:48:12pm, STATIC, random_19, false, LEFT, 7980, 0, 1, 1, 0
29,2018-07-29 03:48:18pm, STATIC, random_19, false, LEFT, 5698, 0, 1, 1, 0
30,2018-07-29 03:48:20pm, STATIC, random_19, false, LEFT, 2672, 0, 0, 0, 0
31,2018-07-29 03:48:25pm, STATIC, random_19, false, LEFT, 4245, 1, 1, 1, 1
32,2018-07-29 03:48:27pm, STATIC, random_19, true, RIGHT, 2752, 0, 0, 0, 0
33,2018-07-29 03:48:31pm, STATIC, random_19, true, RIGHT, 3392, 0, 0, 0, 0
34,2018-07-29 03:48:39pm, STATIC, random_19, true, RIGHT, 7851, 0, 0, 0, 0
35,2018-07-29 03:48:43pm, STATIC, random_19, true, RIGHT, 4356, 0, 0, 0, 0
36,2018-07-29 03:48:47pm, STATIC, random_19, true, RIGHT, 3712, 1, 1, 1, 1
37,2018-07-29 03:48:49pm, STATIC, random_19, false, LEFT, 2531, 0, 0, 0, 0
38,2018-07-29 03:48:52pm, STATIC, random_19, false, LEFT, 3252, 1, 0, 0, 1
39,2018-07-29 03:48:56pm, STATIC, random_19, true, RIGHT, 4005, 0, 0, 0, 0
40,2018-07-29 03:48:59pm, STATIC, random_19, true, RIGHT, 2861, 1, 0, 1, 0
41,2018-07-29 03:49:02pm, STATIC, random_19, false, LEFT, 2436, 0, 0, 0, 0
42,2018-07-29 03:49:05pm, STATIC, random_19, false, LEFT, 2920, 0, 0, 0, 0
43,2018-07-29 03:49:07pm, STATIC, random_19, false, LEFT, 2457, 0, 0, 0, 0
44,2018-07-29 03:49:10pm, STATIC, random_19, false, LEFT, 3154, 1, 0, 0, 1
45,2018-07-29 03:49:13pm, STATIC, random_19, true, RIGHT, 2661, 0, 0, 0, 0
46,2018-07-29 03:49:18pm, STATIC, random_19, true, RIGHT, 5467, 0, 0, 0, 0
47,2018-07-29 03:49:22pm, STATIC, random_19, true, RIGHT, 3778, 0, 1, 0, 1
48,2018-07-29 03:49:25pm, STATIC, random_19, true, RIGHT, 3101, 1, 0, 1, 0
49,2018-07-29 03:49:28pm, STATIC, random_19, false, LEFT, 3050, 1, 0, 0, 1
50,2018-07-29 03:49:31pm, STATIC, random_19, false, LEFT, 2898, 1, 0, 0, 1
51,2018-07-29 03:49:33pm, STATIC, random_19, false, LEFT, 2312, 0, 1, 1, 0
52,2018-07-29 03:49:36pm, STATIC, random_19, true, RIGHT, 2544, 1, 0, 1, 0
53,2018-07-29 03:49:38pm, STATIC, random_19, true, RIGHT, 2420, 1, 0, 1, 0
54,2018-07-29 03:49:41pm, STATIC, random_19, true, RIGHT, 2356, 0, 1, 0, 1
55,2018-07-29 03:49:44pm, STATIC, random_19, false, LEFT, 2752, 0, 1, 1, 0
56,2018-07-29 03:49:46pm, STATIC, random_19, false, LEFT, 2484, 0, 0, 0, 0
57,2018-07-29 03:49:49pm, STATIC, random_19, false, LEFT, 2756, 0, 0, 0, 0
58,2018-07-29 03:49:51pm, STATIC, random_19, false, LEFT, 2556, 0, 1, 1, 0
59,2018-07-29 03:49:54pm, STATIC, random_19, false, LEFT, 2605, 0, 0, 0, 0
60,2018-07-29 03:50:02pm, STATIC, random_19, false, LEFT, 7707, 0, 0, 0, 0
61,2018-07-29 03:50:05pm, STATIC, random_19, false, LEFT, 2773, 0, 1, 1, 0
62,2018-07-29 03:50:07pm, STATIC, random_19, false, LEFT, 2759, 0, 0, 0, 0
63,2018-07-29 03:50:10pm, STATIC, random_19, false, LEFT, 2710, 0, 0, 0, 0
64,2018-07-29 03:50:14pm, STATIC, random_19, false, LEFT, 3780, 0, 0, 0, 0
65,2018-07-29 03:50:17pm, STATIC, random_19, false, LEFT, 3686, 0, 0, 0, 0
66,2018-07-29 03:50:22pm, STATIC, random_19, false, LEFT, 4355, 1, 0, 0, 1
67,2018-07-29 03:50:24pm, STATIC, random_19, false, LEFT, 2369, 0, 1, 1, 0
68,2018-07-29 03:50:27pm, STATIC, random_19, true, RIGHT, 2753, 0, 0, 0, 0
69,2018-07-29 03:50:30pm, STATIC, random_19, true, RIGHT, 3041, 1, 1, 1, 1
70,2018-07-29 03:57:14pm, STATIC, random_19, false, LEFT, 403539, 0, 1, 1, 0
71,2018-07-29 03:57:25pm, STATIC, random_19, false, LEFT, 10987, 0, 0, 0, 0
72,2018-07-29 03:57:28pm, STATIC, random_19, false, LEFT, 4033, 0, 0, 0, 0
73,2018-07-29 03:57:32pm, STATIC, random_19, false, LEFT, 3873, 0, 0, 0, 0
74,2018-07-29 03:57:35pm, STATIC, random_19, false, LEFT, 2698, 1, 0, 0, 1
75,2018-07-29 03:57:39pm, STATIC, random_19, false, LEFT, 4361, 0, 0, 0, 0
76,2018-07-29 03:57:44pm, STATIC, random_19, true, RIGHT, 4292, 1, 0, 1, 0
77,2018-07-29 03:57:46pm, STATIC, random_19, true, RIGHT, 2743, 0, 1, 0, 1
78,2018-07-29 03:57:49pm, STATIC, random_19, false, LEFT, 2354, 0, 0, 0, 0
79,2018-07-29 03:57:51pm, STATIC, random_19, true, RIGHT, 2485, 0, 0, 0, 0
80,2018-07-29 03:57:54pm, STATIC, random_19, false, LEFT, 2736, 0, 1, 1, 0
81,2018-07-29 03:57:58pm, STATIC, random_19, false, LEFT, 3934, 0, 0, 0, 0
82,2018-07-29 03:58:01pm, STATIC, random_19, false, LEFT, 3071, 0, 0, 0, 0
83,2018-07-29 03:58:04pm, STATIC, random_19, false, LEFT, 2638, 0, 0, 0, 0
