trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2018-08-23 04:47:32pm, dynamic, 1_6_vs_2_6, true, LEFT, 1876, 0, 0, 0, 0
1,2018-08-23 04:47:35pm, dynamic, 1_6_vs_2_6, false, RIGHT, 3451, 0, 1, 1, 0
2,2018-08-23 04:47:38pm, dynamic, 1_6_vs_2_6, true, LEFT, 2886, 1, 1, 1, 1
3,2018-08-23 04:47:41pm, dynamic, 1_6_vs_2_6, true, LEFT, 2392, 1, 0, 1, 0
4,2018-08-23 04:47:43pm, dynamic, 1_6_vs_2_6, true, LEFT, 2520, 1, 0, 1, 0
5,2018-08-23 04:47:46pm, dynamic, 1_6_vs_2_6, true, LEFT, 2311, 0, 0, 0, 0
6,2018-08-23 04:47:48pm, dynamic, 1_6_vs_2_6, true, LEFT, 2309, 0, 0, 0, 0
7,2018-08-23 04:47:50pm, dynamic, 1_6_vs_2_6, true, LEFT, 2324, 1, 0, 1, 0
8,2018-08-23 04:47:52pm, dynamic, 1_6_vs_2_6, false, RIGHT, 2233, 0, 1, 1, 0
9,2018-08-23 04:47:55pm, dynamic, 1_6_vs_2_6, false, RIGHT, 2261, 1, 0, 0, 1
10,2018-08-23 04:47:57pm, dynamic, 1_6_vs_2_6, false, RIGHT, 2350, 1, 1, 1, 1
11,2018-08-23 04:47:59pm, dynamic, 1_6_vs_2_6, false, RIGHT, 2337, 1, 0, 0, 1
12,2018-08-23 04:48:02pm, dynamic, 1_6_vs_2_6, false, RIGHT, 2299, 1, 0, 0, 1
13,2018-08-23 04:48:04pm, dynamic, 1_6_vs_2_6, false, RIGHT, 2545, 0, 0, 0, 0
14,2018-08-23 04:48:06pm, dynamic, 1_6_vs_2_6, false, RIGHT, 2262, 0, 1, 1, 0
15,2018-08-23 04:48:09pm, dynamic, 1_6_vs_2_6, false, RIGHT, 2228, 0, 0, 0, 0
16,2018-08-23 04:48:11pm, dynamic, 1_6_vs_2_6, true, LEFT, 2703, 0, 0, 0, 0
17,2018-08-23 04:48:14pm, dynamic, 1_6_vs_2_6, false, RIGHT, 2177, 0, 1, 1, 0
