trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2019-01-23 12:12:10pm, dynamic, 1_6_vs_2_6, true, RIGHT, 1528, 0, 1, 0, 1
1,2019-01-23 12:12:13pm, dynamic, 1_6_vs_2_6, false, LEFT, 2812, 0, 0, 0, 0
2,2019-01-23 12:12:15pm, dynamic, 1_6_vs_2_6, false, LEFT, 2428, 0, 0, 0, 0
3,2019-01-23 12:12:18pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2721, 0, 0, 0, 0
4,2019-01-23 12:12:21pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2965, 0, 0, 0, 0
5,2019-01-23 12:12:23pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2358, 0, 0, 0, 0
6,2019-01-23 12:12:26pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2469, 0, 0, 0, 0
7,2019-01-23 12:12:28pm, dynamic, 1_6_vs_2_6, false, LEFT, 2128, 0, 0, 0, 0
8,2019-01-23 12:12:30pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2095, 0, 0, 0, 0
9,2019-01-23 12:12:32pm, dynamic, 1_6_vs_2_6, false, LEFT, 2451, 0, 0, 0, 0
10,2019-01-23 12:12:35pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2542, 1, 0, 1, 0
11,2019-01-23 12:12:38pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2721, 0, 1, 0, 1
12,2019-01-23 12:12:40pm, dynamic, 1_6_vs_2_6, false, LEFT, 2059, 0, 1, 1, 0
13,2019-01-23 12:12:42pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2226, 0, 0, 0, 0
14,2019-01-23 12:12:44pm, dynamic, 1_6_vs_2_6, false, LEFT, 2192, 0, 1, 1, 0
15,2019-01-23 12:12:46pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2279, 1, 0, 1, 0
16,2019-01-23 12:12:49pm, dynamic, 1_6_vs_2_6, false, LEFT, 2318, 1, 1, 1, 1
17,2019-01-23 12:12:51pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2185, 0, 0, 0, 0
18,2019-01-23 12:12:53pm, dynamic, 1_6_vs_2_6, false, LEFT, 2506, 0, 1, 1, 0
19,2019-01-23 12:12:55pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2156, 0, 1, 0, 1
20,2019-01-23 12:12:58pm, dynamic, 1_6_vs_2_6, false, LEFT, 2211, 1, 0, 0, 1
21,2019-01-23 12:13:00pm, dynamic, 1_6_vs_2_6, false, LEFT, 2152, 1, 1, 1, 1
22,2019-01-23 12:13:02pm, dynamic, 1_6_vs_2_6, false, LEFT, 2075, 0, 0, 0, 0
23,2019-01-23 12:13:04pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2032, 0, 0, 0, 0
24,2019-01-23 12:13:06pm, dynamic, 1_6_vs_2_6, false, LEFT, 2102, 0, 0, 0, 0
25,2019-01-23 12:13:08pm, dynamic, 1_6_vs_2_6, false, LEFT, 2071, 0, 1, 1, 0
26,2019-01-23 12:13:10pm, dynamic, 1_6_vs_2_6, false, LEFT, 2131, 0, 1, 1, 0
27,2019-01-23 12:13:12pm, dynamic, 1_6_vs_2_6, false, LEFT, 2133, 0, 0, 0, 0
28,2019-01-23 12:13:15pm, dynamic, 1_6_vs_2_6, false, LEFT, 2471, 0, 1, 1, 0
29,2019-01-23 12:13:17pm, dynamic, 1_6_vs_2_6, false, LEFT, 2096, 0, 0, 0, 0
30,2019-01-23 12:13:19pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2080, 0, 0, 0, 0
31,2019-01-23 12:13:22pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2784, 1, 0, 1, 0
32,2019-01-23 12:13:24pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2041, 0, 0, 0, 0
33,2019-01-23 12:13:26pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2043, 0, 0, 0, 0
34,2019-01-23 12:13:28pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2289, 0, 0, 0, 0
35,2019-01-23 12:13:30pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2053, 0, 0, 0, 0
36,2019-01-23 12:13:32pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2146, 0, 0, 0, 0
37,2019-01-23 12:13:35pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2145, 0, 0, 0, 0
38,2019-01-23 12:13:37pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2137, 0, 0, 0, 0
39,2019-01-23 12:13:39pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2095, 0, 0, 0, 0
40,2019-01-23 12:13:41pm, dynamic, 1_6_vs_2_6, false, LEFT, 2332, 0, 0, 0, 0
41,2019-01-23 12:13:43pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2276, 1, 0, 1, 0
42,2019-01-23 12:13:46pm, dynamic, 1_6_vs_2_6, false, LEFT, 2546, 0, 0, 0, 0
43,2019-01-23 12:13:48pm, dynamic, 1_6_vs_2_6, false, LEFT, 2490, 1, 1, 1, 1
44,2019-01-23 12:13:51pm, dynamic, 1_6_vs_2_6, false, LEFT, 2454, 0, 1, 1, 0
45,2019-01-23 12:13:53pm, dynamic, 1_6_vs_2_6, false, LEFT, 2206, 0, 0, 0, 0
46,2019-01-23 12:13:55pm, dynamic, 1_6_vs_2_6, false, LEFT, 2059, 0, 1, 1, 0
47,2019-01-23 12:13:57pm, dynamic, 1_6_vs_2_6, false, LEFT, 2014, 0, 0, 0, 0
48,2019-01-23 12:13:59pm, dynamic, 1_6_vs_2_6, false, LEFT, 2030, 0, 0, 0, 0
49,2019-01-23 12:14:01pm, dynamic, 1_6_vs_2_6, false, LEFT, 2068, 0, 0, 0, 0
50,2019-01-23 12:14:04pm, dynamic, 1_6_vs_2_6, false, LEFT, 2562, 0, 1, 1, 0
51,2019-01-23 12:14:06pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2322, 0, 0, 0, 0
52,2019-01-23 12:14:08pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2075, 0, 1, 0, 1
