trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2019-01-24 09:59:55am, dynamic, 1_6_vs_2_6, false, RIGHT, 12158, 0, 0, 0, 0
1,2019-01-24 10:00:02am, dynamic, 1_6_vs_2_6, false, RIGHT, 7159, 1, 0, 0, 1
2,2019-01-24 10:00:11am, dynamic, 1_6_vs_2_6, false, RIGHT, 9312, 1, 0, 0, 1
3,2019-01-24 10:00:14am, dynamic, 1_6_vs_2_6, false, RIGHT, 2864, 0, 1, 1, 0
4,2019-01-24 10:00:25am, dynamic, 1_6_vs_2_6, false, RIGHT, 10792, 0, 0, 0, 0
5,2019-01-24 10:00:33am, dynamic, 1_6_vs_2_6, false, RIGHT, 7624, 0, 0, 0, 0
6,2019-01-24 10:00:39am, dynamic, 1_6_vs_2_6, false, RIGHT, 6737, 0, 1, 1, 0
7,2019-01-24 10:00:45am, dynamic, 1_6_vs_2_6, false, RIGHT, 6280, 0, 0, 0, 0
8,2019-01-24 10:00:50am, dynamic, 1_6_vs_2_6, false, RIGHT, 4352, 0, 0, 0, 0
9,2019-01-24 10:00:55am, dynamic, 1_6_vs_2_6, false, RIGHT, 5247, 0, 1, 1, 0
10,2019-01-24 10:01:00am, dynamic, 1_6_vs_2_6, false, RIGHT, 5177, 0, 0, 0, 0
11,2019-01-24 10:01:04am, dynamic, 1_6_vs_2_6, false, RIGHT, 3815, 0, 1, 1, 0
12,2019-01-24 10:01:09am, dynamic, 1_6_vs_2_6, false, RIGHT, 4352, 0, 0, 0, 0
13,2019-01-24 10:01:13am, dynamic, 1_6_vs_2_6, false, RIGHT, 3969, 0, 0, 0, 0
14,2019-01-24 10:01:17am, dynamic, 1_6_vs_2_6, true, LEFT, 4376, 1, 0, 1, 0
15,2019-01-24 10:01:21am, dynamic, 1_6_vs_2_6, false, RIGHT, 3951, 0, 1, 1, 0
16,2019-01-24 10:01:24am, dynamic, 1_6_vs_2_6, false, RIGHT, 3560, 0, 1, 1, 0
17,2019-01-24 10:01:31am, dynamic, 1_6_vs_2_6, true, LEFT, 6792, 0, 1, 0, 1
18,2019-01-24 10:01:34am, dynamic, 1_6_vs_2_6, true, LEFT, 2488, 0, 0, 0, 0
19,2019-01-24 10:01:36am, dynamic, 1_6_vs_2_6, true, LEFT, 2745, 0, 0, 0, 0
20,2019-01-24 10:01:41am, dynamic, 1_6_vs_2_6, true, LEFT, 4667, 1, 0, 1, 0
21,2019-01-24 10:01:45am, dynamic, 1_6_vs_2_6, false, RIGHT, 4456, 1, 0, 0, 1
22,2019-01-24 10:01:48am, dynamic, 1_6_vs_2_6, false, RIGHT, 2655, 1, 0, 0, 1
23,2019-01-24 10:01:51am, dynamic, 1_6_vs_2_6, false, RIGHT, 2832, 0, 1, 1, 0
24,2019-01-24 10:01:58am, dynamic, 1_6_vs_2_6, false, RIGHT, 7313, 0, 0, 0, 0
25,2019-01-24 10:02:01am, dynamic, 1_6_vs_2_6, false, RIGHT, 2529, 0, 0, 0, 0
26,2019-01-24 10:02:04am, dynamic, 1_6_vs_2_6, false, RIGHT, 2944, 0, 0, 0, 0
27,2019-01-24 10:02:19am, dynamic, 1_6_vs_2_6, false, RIGHT, 14766, 0, 0, 0, 0
28,2019-01-24 10:02:21am, dynamic, 1_6_vs_2_6, false, RIGHT, 2783, 0, 0, 0, 0
29,2019-01-24 10:02:36am, dynamic, 1_6_vs_2_6, false, RIGHT, 14768, 0, 0, 0, 0
30,2019-01-24 10:02:40am, dynamic, 1_6_vs_2_6, false, RIGHT, 3416, 0, 0, 0, 0
31,2019-01-24 10:02:42am, dynamic, 1_6_vs_2_6, false, RIGHT, 2771, 0, 1, 1, 0
32,2019-01-24 10:03:11am, dynamic, 1_6_vs_2_6, true, LEFT, 28591, 0, 0, 0, 0
33,2019-01-24 10:03:13am, dynamic, 1_6_vs_2_6, false, RIGHT, 2496, 0, 1, 1, 0
34,2019-01-24 10:03:16am, dynamic, 1_6_vs_2_6, false, RIGHT, 2320, 0, 0, 0, 0
35,2019-01-24 10:03:33am, dynamic, 1_6_vs_2_6, false, RIGHT, 17192, 0, 0, 0, 0
36,2019-01-24 10:03:35am, dynamic, 1_6_vs_2_6, false, RIGHT, 2744, 0, 0, 0, 0
37,2019-01-24 10:03:39am, dynamic, 1_6_vs_2_6, false, RIGHT, 3248, 1, 1, 1, 1
38,2019-01-24 10:03:42am, dynamic, 1_6_vs_2_6, false, RIGHT, 2928, 0, 0, 0, 0
39,2019-01-24 10:03:45am, dynamic, 1_6_vs_2_6, false, RIGHT, 3457, 0, 0, 0, 0
40,2019-01-24 10:03:48am, dynamic, 1_6_vs_2_6, false, RIGHT, 2815, 0, 1, 1, 0
41,2019-01-24 10:03:51am, dynamic, 1_6_vs_2_6, false, RIGHT, 3129, 0, 0, 0, 0
42,2019-01-24 10:03:54am, dynamic, 1_6_vs_2_6, true, LEFT, 3072, 0, 0, 0, 0
43,2019-01-24 10:03:58am, dynamic, 1_6_vs_2_6, true, LEFT, 3199, 1, 0, 1, 0
44,2019-01-24 10:04:02am, dynamic, 1_6_vs_2_6, true, LEFT, 5104, 1, 0, 1, 0
45,2019-01-24 10:04:05am, dynamic, 1_6_vs_2_6, true, LEFT, 2528, 0, 0, 0, 0
46,2019-01-24 10:04:09am, dynamic, 1_6_vs_2_6, true, LEFT, 3744, 0, 0, 0, 0
47,2019-01-24 10:04:14am, dynamic, 1_6_vs_2_6, true, LEFT, 5488, 1, 0, 1, 0
48,2019-01-24 10:04:49am, dynamic, 1_6_vs_2_6, true, LEFT, 34422, 0, 0, 0, 0
49,2019-01-24 10:04:52am, dynamic, 1_6_vs_2_6, true, LEFT, 2977, 0, 0, 0, 0
50,2019-01-24 10:04:55am, dynamic, 1_6_vs_2_6, true, LEFT, 3175, 0, 0, 0, 0
51,2019-01-24 10:04:58am, dynamic, 1_6_vs_2_6, true, LEFT, 2769, 0, 1, 0, 1
52,2019-01-24 10:05:59am, dynamic, 1_6_vs_2_6, true, LEFT, 61315, 0, 0, 0, 0
53,2019-01-24 10:06:03am, dynamic, 1_6_vs_2_6, true, LEFT, 4056, 0, 0, 0, 0
54,2019-01-24 10:06:25am, dynamic, 1_6_vs_2_6, true, LEFT, 21471, 0, 0, 0, 0
55,2019-01-24 10:06:27am, dynamic, 1_6_vs_2_6, false, RIGHT, 2688, 0, 0, 0, 0
56,2019-01-24 10:07:16am, dynamic, 1_6_vs_2_6, false, RIGHT, 48453, 0, 0, 0, 0
57,2019-01-24 10:07:49am, dynamic, 1_6_vs_2_6, false, RIGHT, 33567, 0, 0, 0, 0
58,2019-01-24 10:07:52am, dynamic, 1_6_vs_2_6, false, RIGHT, 2938, 0, 1, 1, 0
59,2019-01-24 10:08:37am, dynamic, 1_6_vs_2_6, false, RIGHT, 44922, 0, 1, 1, 0
60,2019-01-24 10:08:43am, dynamic, 1_6_vs_2_6, false, RIGHT, 6264, 0, 0, 0, 0
61,2019-01-24 10:08:55am, dynamic, 1_6_vs_2_6, true, LEFT, 11088, 0, 0, 0, 0
62,2019-01-24 10:09:29am, dynamic, 1_6_vs_2_6, true, LEFT, 34215, 0, 1, 0, 1
63,2019-01-24 10:09:32am, dynamic, 1_6_vs_2_6, false, RIGHT, 3032, 1, 0, 0, 1
64,2019-01-24 10:09:40am, dynamic, 1_6_vs_2_6, false, RIGHT, 7688, 1, 1, 1, 1
65,2019-01-24 10:09:49am, dynamic, 1_6_vs_2_6, false, RIGHT, 9889, 0, 0, 0, 0
66,2019-01-24 10:10:23am, dynamic, 1_6_vs_2_6, false, RIGHT, 33335, 1, 0, 0, 1
67,2019-01-24 10:10:28am, dynamic, 1_6_vs_2_6, true, LEFT, 5776, 1, 1, 1, 1
68,2019-01-24 10:10:39am, dynamic, 1_6_vs_2_6, true, LEFT, 10288, 1, 0, 1, 0
