trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2019-01-24 10:00:04am, dynamic, 1_6_vs_2_6, true, RIGHT, 18302, 0, 0, 0, 0
1,2019-01-24 10:00:10am, dynamic, 1_6_vs_2_6, false, LEFT, 5927, 0, 0, 0, 0
2,2019-01-24 10:00:13am, dynamic, 1_6_vs_2_6, true, RIGHT, 4010, 1, 0, 1, 0
3,2019-01-24 10:00:17am, dynamic, 1_6_vs_2_6, false, LEFT, 3691, 0, 0, 0, 0
4,2019-01-24 10:00:21am, dynamic, 1_6_vs_2_6, true, RIGHT, 3835, 1, 0, 1, 0
5,2019-01-24 10:00:24am, dynamic, 1_6_vs_2_6, true, RIGHT, 3128, 0, 0, 0, 0
6,2019-01-24 10:00:29am, dynamic, 1_6_vs_2_6, true, RIGHT, 4168, 0, 0, 0, 0
7,2019-01-24 10:00:32am, dynamic, 1_6_vs_2_6, true, RIGHT, 3713, 1, 1, 1, 1
8,2019-01-24 10:00:35am, dynamic, 1_6_vs_2_6, false, LEFT, 3016, 0, 0, 0, 0
9,2019-01-24 10:00:39am, dynamic, 1_6_vs_2_6, false, LEFT, 3368, 0, 0, 0, 0
10,2019-01-24 10:00:41am, dynamic, 1_6_vs_2_6, true, RIGHT, 2951, 0, 0, 0, 0
11,2019-01-24 10:00:46am, dynamic, 1_6_vs_2_6, false, LEFT, 4288, 1, 1, 1, 1
12,2019-01-24 10:00:50am, dynamic, 1_6_vs_2_6, false, LEFT, 3777, 1, 1, 1, 1
13,2019-01-24 10:00:52am, dynamic, 1_6_vs_2_6, true, RIGHT, 2952, 1, 0, 1, 0
14,2019-01-24 10:00:55am, dynamic, 1_6_vs_2_6, true, RIGHT, 2832, 1, 0, 1, 0
15,2019-01-24 10:00:58am, dynamic, 1_6_vs_2_6, false, LEFT, 2760, 0, 1, 1, 0
16,2019-01-24 10:01:01am, dynamic, 1_6_vs_2_6, false, LEFT, 3031, 0, 1, 1, 0
17,2019-01-24 10:01:04am, dynamic, 1_6_vs_2_6, true, RIGHT, 2690, 0, 0, 0, 0
18,2019-01-24 10:01:08am, dynamic, 1_6_vs_2_6, false, LEFT, 4071, 0, 1, 1, 0
19,2019-01-24 10:01:10am, dynamic, 1_6_vs_2_6, true, RIGHT, 2760, 1, 0, 1, 0
20,2019-01-24 10:01:13am, dynamic, 1_6_vs_2_6, true, RIGHT, 2686, 0, 0, 0, 0
21,2019-01-24 10:01:16am, dynamic, 1_6_vs_2_6, true, RIGHT, 2690, 0, 0, 0, 0
22,2019-01-24 10:01:20am, dynamic, 1_6_vs_2_6, true, RIGHT, 3432, 0, 0, 0, 0
23,2019-01-24 10:01:22am, dynamic, 1_6_vs_2_6, false, LEFT, 2832, 0, 1, 1, 0
24,2019-01-24 10:01:26am, dynamic, 1_6_vs_2_6, true, RIGHT, 3896, 0, 0, 0, 0
25,2019-01-24 10:01:29am, dynamic, 1_6_vs_2_6, true, RIGHT, 3144, 0, 0, 0, 0
26,2019-01-24 10:01:32am, dynamic, 1_6_vs_2_6, true, RIGHT, 2777, 0, 0, 0, 0
27,2019-01-24 10:01:34am, dynamic, 1_6_vs_2_6, true, RIGHT, 2551, 0, 0, 0, 0
28,2019-01-24 10:01:38am, dynamic, 1_6_vs_2_6, true, RIGHT, 3096, 0, 0, 0, 0
29,2019-01-24 10:01:40am, dynamic, 1_6_vs_2_6, false, LEFT, 2665, 0, 0, 0, 0
30,2019-01-24 10:01:43am, dynamic, 1_6_vs_2_6, false, LEFT, 2831, 0, 0, 0, 0
31,2019-01-24 10:01:46am, dynamic, 1_6_vs_2_6, true, RIGHT, 2712, 0, 0, 0, 0
32,2019-01-24 10:01:49am, dynamic, 1_6_vs_2_6, false, LEFT, 2600, 0, 0, 0, 0
33,2019-01-24 10:01:51am, dynamic, 1_6_vs_2_6, true, RIGHT, 2576, 0, 0, 0, 0
34,2019-01-24 10:01:54am, dynamic, 1_6_vs_2_6, true, RIGHT, 3459, 0, 0, 0, 0
35,2019-01-24 10:01:57am, dynamic, 1_6_vs_2_6, false, LEFT, 2493, 0, 1, 1, 0
36,2019-01-24 10:01:59am, dynamic, 1_6_vs_2_6, true, RIGHT, 2561, 0, 0, 0, 0
37,2019-01-24 10:02:02am, dynamic, 1_6_vs_2_6, true, RIGHT, 2920, 1, 0, 1, 0
38,2019-01-24 10:02:07am, dynamic, 1_6_vs_2_6, false, LEFT, 4375, 0, 0, 0, 0
39,2019-01-24 10:02:09am, dynamic, 1_6_vs_2_6, true, RIGHT, 2512, 1, 0, 1, 0
40,2019-01-24 10:02:13am, dynamic, 1_6_vs_2_6, true, RIGHT, 3272, 0, 0, 0, 0
