trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2019-01-23 01:22:47pm, dynamic, 1_6_vs_2_6, false, LEFT, 4452, 0, 0, 0, 0
1,2019-01-23 01:22:51pm, dynamic, 1_6_vs_2_6, true, RIGHT, 3897, 0, 0, 0, 0
2,2019-01-23 01:22:54pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2768, 0, 1, 0, 1
3,2019-01-23 01:22:57pm, dynamic, 1_6_vs_2_6, true, RIGHT, 3711, 0, 0, 0, 0
4,2019-01-23 01:23:10pm, dynamic, 1_6_vs_2_6, false, LEFT, 12312, 1, 0, 0, 1
5,2019-01-23 01:23:13pm, dynamic, 1_6_vs_2_6, false, LEFT, 3256, 0, 0, 0, 0
6,2019-01-23 01:23:17pm, dynamic, 1_6_vs_2_6, false, LEFT, 3937, 0, 1, 1, 0
7,2019-01-23 01:23:20pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2911, 0, 0, 0, 0
8,2019-01-23 01:23:22pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2721, 1, 0, 1, 0
9,2019-01-23 01:23:26pm, dynamic, 1_6_vs_2_6, false, LEFT, 3192, 1, 1, 1, 1
10,2019-01-23 01:23:30pm, dynamic, 1_6_vs_2_6, true, RIGHT, 3610, 0, 0, 0, 0
11,2019-01-23 01:23:35pm, dynamic, 1_6_vs_2_6, true, RIGHT, 5270, 0, 0, 0, 0
12,2019-01-23 01:23:38pm, dynamic, 1_6_vs_2_6, true, RIGHT, 3497, 0, 0, 0, 0
13,2019-01-23 01:23:42pm, dynamic, 1_6_vs_2_6, false, LEFT, 3152, 0, 0, 0, 0
14,2019-01-23 01:23:44pm, dynamic, 1_6_vs_2_6, true, RIGHT, 3152, 1, 0, 1, 0
15,2019-01-23 01:23:48pm, dynamic, 1_6_vs_2_6, false, LEFT, 3223, 1, 0, 0, 1
16,2019-01-23 01:23:52pm, dynamic, 1_6_vs_2_6, false, LEFT, 4073, 0, 1, 1, 0
17,2019-01-23 01:23:56pm, dynamic, 1_6_vs_2_6, true, RIGHT, 3751, 0, 0, 0, 0
18,2019-01-23 01:23:59pm, dynamic, 1_6_vs_2_6, true, RIGHT, 3705, 0, 0, 0, 0
19,2019-01-23 01:24:03pm, dynamic, 1_6_vs_2_6, true, RIGHT, 3384, 1, 0, 1, 0
20,2019-01-23 01:24:07pm, dynamic, 1_6_vs_2_6, false, LEFT, 3944, 0, 1, 1, 0
21,2019-01-23 01:24:11pm, dynamic, 1_6_vs_2_6, false, LEFT, 4719, 0, 0, 0, 0
22,2019-01-23 01:24:15pm, dynamic, 1_6_vs_2_6, false, LEFT, 4096, 0, 1, 1, 0
23,2019-01-23 01:24:18pm, dynamic, 1_6_vs_2_6, false, LEFT, 2985, 0, 0, 0, 0
24,2019-01-23 01:24:21pm, dynamic, 1_6_vs_2_6, false, LEFT, 2624, 0, 0, 0, 0
25,2019-01-23 01:24:24pm, dynamic, 1_6_vs_2_6, false, LEFT, 2920, 1, 1, 1, 1
26,2019-01-23 01:24:27pm, dynamic, 1_6_vs_2_6, false, LEFT, 3113, 0, 0, 0, 0
27,2019-01-23 01:24:30pm, dynamic, 1_6_vs_2_6, true, RIGHT, 3241, 1, 1, 1, 1
28,2019-01-23 01:24:33pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2767, 1, 0, 1, 0
29,2019-01-23 01:24:37pm, dynamic, 1_6_vs_2_6, true, RIGHT, 3720, 0, 0, 0, 0
30,2019-01-23 01:24:41pm, dynamic, 1_6_vs_2_6, false, LEFT, 4160, 0, 0, 0, 0
31,2019-01-23 01:24:45pm, dynamic, 1_6_vs_2_6, true, RIGHT, 4048, 0, 1, 0, 1
32,2019-01-23 01:24:49pm, dynamic, 1_6_vs_2_6, true, RIGHT, 3768, 1, 0, 1, 0
33,2019-01-23 01:24:55pm, dynamic, 1_6_vs_2_6, true, RIGHT, 6049, 0, 0, 0, 0
34,2019-01-23 01:25:00pm, dynamic, 1_6_vs_2_6, true, RIGHT, 4729, 0, 0, 0, 0
35,2019-01-23 01:25:02pm, dynamic, 1_6_vs_2_6, true, RIGHT, 2767, 0, 0, 0, 0
