trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2018-08-15 01:43:00pm, STATIC, random_16, true, LEFT, 2739, 0, 0, 0, 0
1,2018-08-15 01:43:03pm, STATIC, random_16, false, RIGHT, 2794, 0, 0, 0, 0
2,2018-08-15 01:43:07pm, STATIC, random_16, true, LEFT, 3977, 0, 0, 0, 0
3,2018-08-15 01:43:11pm, STATIC, random_16, false, RIGHT, 3946, 0, 0, 0, 0
4,2018-08-15 01:43:20pm, STATIC, random_16, true, LEFT, 9475, 0, 0, 0, 0
5,2018-08-15 01:43:24pm, STATIC, random_16, false, RIGHT, 4141, 0, 0, 0, 0
6,2018-08-15 01:43:29pm, STATIC, random_16, true, LEFT, 5355, 0, 0, 0, 0
7,2018-08-15 01:44:35pm, STATIC, random_16, true, LEFT, 49337, 0, 0, 0, 0
8,2018-08-15 01:44:46pm, STATIC, random_16, true, LEFT, 24855, 0, 0, 0, 0
9,2018-08-15 01:44:48pm, STATIC, random_16, false, RIGHT, 3264, 1, 0, 0, 1
10,2018-08-15 01:44:50pm, STATIC, random_16, true, LEFT, 2834, 0, 0, 0, 0
11,2018-08-15 01:44:53pm, STATIC, random_16, false, RIGHT, 3009, 0, 1, 1, 0
12,2018-08-15 01:44:56pm, STATIC, random_16, true, LEFT, 2804, 0, 1, 0, 1
13,2018-08-15 01:45:51pm, STATIC, random_16, true, LEFT, 53430, 0, 0, 0, 0
14,2018-08-15 01:45:52pm, STATIC, random_16, false, RIGHT, 3183, 0, 1, 1, 0
15,2018-08-15 01:45:56pm, STATIC, random_16, true, LEFT, 3793, 0, 0, 0, 0
16,2018-08-15 01:45:59pm, STATIC, random_16, true, LEFT, 2561, 0, 1, 0, 1
17,2018-08-15 01:46:01pm, STATIC, random_16, true, LEFT, 2631, 0, 0, 0, 0
18,2018-08-15 01:46:07pm, STATIC, random_16, false, RIGHT, 5560, 0, 0, 0, 0
19,2018-08-15 01:46:19pm, STATIC, random_16, true, LEFT, 12607, 0, 1, 0, 1
20,2018-08-15 01:46:22pm, STATIC, random_16, false, RIGHT, 2765, 1, 0, 0, 1
21,2018-08-15 01:46:26pm, STATIC, random_16, true, LEFT, 2733, 0, 1, 0, 1
22,2018-08-15 01:46:35pm, STATIC, random_16, true, LEFT, 9668, 1, 0, 1, 0
23,2018-08-15 01:46:38pm, STATIC, random_16, true, LEFT, 3227, 0, 0, 0, 0
