trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2018-08-15 03:27:13pm, STATIC, random_10, true, LEFT, 4713, 1, 1, 1, 1
1,2018-08-15 03:27:18pm, STATIC, random_10, true, LEFT, 4723, 0, 0, 0, 0
2,2018-08-15 03:27:23pm, STATIC, random_10, false, RIGHT, 4818, 0, 1, 1, 0
3,2018-08-15 03:27:27pm, STATIC, random_10, true, LEFT, 4040, 0, 0, 0, 0
4,2018-08-15 03:27:31pm, STATIC, random_10, true, LEFT, 4167, 0, 0, 0, 0
5,2018-08-15 03:27:34pm, STATIC, random_10, false, RIGHT, 3452, 0, 0, 0, 0
6,2018-08-15 03:27:38pm, STATIC, random_10, true, LEFT, 3993, 1, 1, 1, 1
7,2018-08-15 03:27:42pm, STATIC, random_10, false, RIGHT, 4091, 0, 1, 1, 0
8,2018-08-15 03:27:45pm, STATIC, random_10, true, LEFT, 2974, 0, 0, 0, 0
9,2018-08-15 03:27:49pm, STATIC, random_10, true, LEFT, 3560, 0, 0, 0, 0
10,2018-08-15 03:27:52pm, STATIC, random_10, false, RIGHT, 2979, 0, 1, 1, 0
11,2018-08-15 03:27:56pm, STATIC, random_10, true, LEFT, 3981, 0, 1, 0, 1
12,2018-08-15 03:27:59pm, STATIC, random_10, false, RIGHT, 3266, 0, 1, 1, 0
13,2018-08-15 03:28:03pm, STATIC, random_10, true, LEFT, 4385, 0, 1, 0, 1
14,2018-08-15 03:28:07pm, STATIC, random_10, false, RIGHT, 3433, 1, 0, 0, 1
15,2018-08-15 03:28:11pm, STATIC, random_10, false, RIGHT, 3998, 0, 0, 0, 0
16,2018-08-15 03:28:14pm, STATIC, random_10, false, RIGHT, 3092, 0, 0, 0, 0
17,2018-08-15 03:28:17pm, STATIC, random_10, false, RIGHT, 3025, 1, 1, 1, 1
18,2018-08-15 03:28:21pm, STATIC, random_10, true, LEFT, 3563, 0, 1, 0, 1
19,2018-08-15 03:28:24pm, STATIC, random_10, true, LEFT, 3042, 0, 1, 0, 1
20,2018-08-15 03:28:27pm, STATIC, random_10, true, LEFT, 3033, 0, 0, 0, 0
21,2018-08-15 03:28:30pm, STATIC, random_10, false, RIGHT, 3380, 0, 0, 0, 0
22,2018-08-15 03:28:33pm, STATIC, random_10, false, RIGHT, 3051, 0, 0, 0, 0
23,2018-08-15 03:28:36pm, STATIC, random_10, false, RIGHT, 2945, 0, 0, 0, 0
24,2018-08-15 03:28:39pm, STATIC, random_10, true, LEFT, 2905, 0, 0, 0, 0
25,2018-08-15 03:28:42pm, STATIC, random_10, true, LEFT, 2936, 1, 0, 1, 0
26,2018-08-15 03:28:46pm, STATIC, random_10, true, LEFT, 3990, 0, 0, 0, 0
27,2018-08-15 03:28:49pm, STATIC, random_10, true, LEFT, 3072, 0, 1, 0, 1
28,2018-08-15 03:28:53pm, STATIC, random_10, true, LEFT, 3405, 0, 0, 0, 0
29,2018-08-15 03:28:56pm, STATIC, random_10, true, LEFT, 2904, 0, 0, 0, 0
30,2018-08-15 03:28:58pm, STATIC, random_10, false, RIGHT, 2942, 1, 0, 0, 1
31,2018-08-15 03:29:02pm, STATIC, random_10, true, LEFT, 3379, 1, 1, 1, 1
32,2018-08-15 03:29:05pm, STATIC, random_10, false, RIGHT, 3265, 0, 1, 1, 0
33,2018-08-15 03:29:10pm, STATIC, random_10, false, RIGHT, 4346, 0, 0, 0, 0
34,2018-08-15 03:29:14pm, STATIC, random_10, false, RIGHT, 2759, 0, 0, 0, 0
35,2018-08-15 03:29:16pm, STATIC, random_10, true, LEFT, 4173, 0, 1, 0, 1
36,2018-08-15 03:29:19pm, STATIC, random_10, false, RIGHT, 2801, 0, 0, 0, 0
37,2018-08-15 03:29:22pm, STATIC, random_10, true, LEFT, 2752, 0, 0, 0, 0
38,2018-08-15 03:29:25pm, STATIC, random_10, true, LEFT, 3016, 1, 0, 1, 0
39,2018-08-15 03:29:28pm, STATIC, random_10, true, LEFT, 3000, 0, 1, 0, 1
40,2018-08-15 03:29:31pm, STATIC, random_10, false, RIGHT, 2691, 0, 0, 0, 0
41,2018-08-15 03:29:34pm, STATIC, random_10, false, RIGHT, 2914, 0, 0, 0, 0
42,2018-08-15 03:29:37pm, STATIC, random_10, false, RIGHT, 3040, 1, 0, 0, 1
43,2018-08-15 03:29:40pm, STATIC, random_10, true, LEFT, 3202, 0, 0, 0, 0
44,2018-08-15 03:29:43pm, STATIC, random_10, true, LEFT, 2977, 0, 1, 0, 1
45,2018-08-15 03:29:46pm, STATIC, random_10, true, LEFT, 3172, 1, 1, 1, 1
46,2018-08-15 03:29:49pm, STATIC, random_10, false, RIGHT, 2876, 0, 0, 0, 0
47,2018-08-15 03:29:52pm, STATIC, random_10, false, RIGHT, 2941, 0, 1, 1, 0
48,2018-08-15 03:29:55pm, STATIC, random_10, false, RIGHT, 2811, 0, 0, 0, 0
49,2018-08-15 03:29:57pm, STATIC, random_10, false, RIGHT, 2804, 0, 0, 0, 0
50,2018-08-15 03:30:20pm, STATIC, random_10, true, LEFT, 3194, 0, 0, 0, 0
51,2018-08-15 03:30:20pm, STATIC, random_10, true, LEFT, 3324, 0, 0, 0, 0
52,2018-08-15 03:30:20pm, STATIC, random_10, true, LEFT, 4402, 0, 0, 0, 0
53,2018-08-15 03:30:20pm, STATIC, random_10, false, RIGHT, 3575, 0, 0, 0, 0
54,2018-08-15 03:30:20pm, STATIC, random_10, false, RIGHT, 3671, 1, 0, 0, 1
55,2018-08-15 03:30:20pm, STATIC, random_10, true, LEFT, 4489, 0, 0, 0, 0
56,2018-08-15 03:30:27pm, STATIC, random_10, true, LEFT, 6427, 1, 0, 1, 0
57,2018-08-15 03:30:30pm, STATIC, random_10, true, LEFT, 3801, 1, 0, 1, 0
58,2018-08-15 03:30:34pm, STATIC, random_10, false, RIGHT, 3249, 0, 0, 0, 0
59,2018-08-15 03:30:36pm, STATIC, random_10, true, LEFT, 2860, 1, 0, 1, 0
60,2018-08-15 03:30:40pm, STATIC, random_10, true, LEFT, 3142, 0, 0, 0, 0
61,2018-08-15 03:30:43pm, STATIC, random_10, false, RIGHT, 2967, 0, 1, 1, 0
62,2018-08-15 03:30:45pm, STATIC, random_10, true, LEFT, 2816, 1, 0, 1, 0
63,2018-08-15 03:30:49pm, STATIC, random_10, false, RIGHT, 3816, 0, 0, 0, 0
64,2018-08-15 03:30:52pm, STATIC, random_10, true, LEFT, 2787, 1, 0, 1, 0
65,2018-08-15 03:30:55pm, STATIC, random_10, true, LEFT, 3213, 0, 1, 0, 1
