trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2018-08-15 03:27:13pm, STATIC, random_1, true, RIGHT, 2896, 0, 1, 0, 1
1,2018-08-15 03:27:18pm, STATIC, random_1, false, LEFT, 4393, 0, 0, 0, 0
2,2018-08-15 03:27:21pm, STATIC, random_1, true, RIGHT, 3433, 0, 0, 0, 0
3,2018-08-15 03:27:24pm, STATIC, random_1, true, RIGHT, 2641, 1, 0, 1, 0
4,2018-08-15 03:27:27pm, STATIC, random_1, true, RIGHT, 2978, 1, 1, 1, 1
5,2018-08-15 03:27:31pm, STATIC, random_1, true, RIGHT, 3393, 0, 0, 0, 0
6,2018-08-15 03:27:34pm, STATIC, random_1, true, RIGHT, 3505, 0, 0, 0, 0
7,2018-08-15 03:27:37pm, STATIC, random_1, true, RIGHT, 2497, 1, 0, 1, 0
8,2018-08-15 03:27:40pm, STATIC, random_1, true, RIGHT, 3176, 0, 0, 0, 0
9,2018-08-15 03:27:43pm, STATIC, random_1, true, RIGHT, 3204, 0, 1, 0, 1
10,2018-08-15 03:27:45pm, STATIC, random_1, false, LEFT, 2584, 0, 0, 0, 0
11,2018-08-15 03:27:48pm, STATIC, random_1, true, RIGHT, 2613, 0, 0, 0, 0
12,2018-08-15 03:27:50pm, STATIC, random_1, true, RIGHT, 2553, 1, 0, 1, 0
13,2018-08-15 03:27:54pm, STATIC, random_1, true, RIGHT, 3106, 1, 0, 1, 0
14,2018-08-15 03:27:57pm, STATIC, random_1, true, RIGHT, 3776, 0, 0, 0, 0
15,2018-08-15 03:28:01pm, STATIC, random_1, false, LEFT, 2992, 0, 0, 0, 0
16,2018-08-15 03:28:03pm, STATIC, random_1, true, RIGHT, 2378, 0, 0, 0, 0
17,2018-08-15 03:28:06pm, STATIC, random_1, true, RIGHT, 2562, 0, 1, 0, 1
18,2018-08-15 03:28:08pm, STATIC, random_1, true, RIGHT, 2652, 0, 0, 0, 0
19,2018-08-15 03:28:11pm, STATIC, random_1, false, LEFT, 2514, 0, 0, 0, 0
20,2018-08-15 03:28:13pm, STATIC, random_1, true, RIGHT, 2284, 0, 0, 0, 0
21,2018-08-15 03:28:16pm, STATIC, random_1, true, RIGHT, 2656, 0, 0, 0, 0
22,2018-08-15 03:28:18pm, STATIC, random_1, true, RIGHT, 2557, 0, 1, 0, 1
