trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2018-07-29 03:45:35pm, STATIC, random_18, true, RIGHT, 4365, 1, 1, 1, 1
1,2018-07-29 03:45:39pm, STATIC, random_18, true, RIGHT, 4304, 0, 0, 0, 0
2,2018-07-29 03:45:45pm, STATIC, random_18, true, RIGHT, 5224, 0, 0, 0, 0
3,2018-07-29 03:45:48pm, STATIC, random_18, false, LEFT, 3304, 1, 0, 0, 1
4,2018-07-29 03:45:51pm, STATIC, random_18, true, RIGHT, 3448, 0, 0, 0, 0
5,2018-07-29 03:45:55pm, STATIC, random_18, false, LEFT, 3167, 0, 0, 0, 0
6,2018-07-29 03:45:58pm, STATIC, random_18, false, LEFT, 3032, 0, 1, 1, 0
7,2018-07-29 03:46:00pm, STATIC, random_18, true, RIGHT, 2919, 0, 0, 0, 0
8,2018-07-29 03:46:05pm, STATIC, random_18, true, RIGHT, 4818, 1, 0, 1, 0
9,2018-07-29 03:46:09pm, STATIC, random_18, true, RIGHT, 3894, 0, 0, 0, 0
10,2018-07-29 03:46:13pm, STATIC, random_18, false, LEFT, 3414, 0, 0, 0, 0
11,2018-07-29 03:46:15pm, STATIC, random_18, false, LEFT, 2464, 0, 1, 1, 0
12,2018-07-29 03:46:17pm, STATIC, random_18, true, RIGHT, 2432, 0, 0, 0, 0
13,2018-07-29 03:46:20pm, STATIC, random_18, false, LEFT, 2440, 1, 1, 1, 1
14,2018-07-29 03:46:23pm, STATIC, random_18, true, RIGHT, 2984, 0, 0, 0, 0
15,2018-07-29 03:46:26pm, STATIC, random_18, false, LEFT, 2687, 0, 1, 1, 0
16,2018-07-29 03:46:28pm, STATIC, random_18, false, LEFT, 2457, 0, 1, 1, 0
17,2018-07-29 03:46:31pm, STATIC, random_18, true, RIGHT, 2576, 0, 1, 0, 1
18,2018-07-29 03:46:33pm, STATIC, random_18, false, LEFT, 2640, 1, 0, 0, 1
19,2018-07-29 03:46:37pm, STATIC, random_18, false, LEFT, 3799, 0, 0, 0, 0
20,2018-07-29 03:46:40pm, STATIC, random_18, true, RIGHT, 3056, 0, 0, 0, 0
21,2018-07-29 03:46:45pm, STATIC, random_18, true, RIGHT, 4840, 0, 0, 0, 0
22,2018-07-29 03:46:48pm, STATIC, random_18, true, RIGHT, 2569, 0, 0, 0, 0
23,2018-07-29 03:46:50pm, STATIC, random_18, true, RIGHT, 2630, 0, 0, 0, 0
24,2018-07-29 03:46:53pm, STATIC, random_18, true, RIGHT, 2376, 0, 1, 0, 1
25,2018-07-29 03:46:55pm, STATIC, random_18, true, RIGHT, 2504, 0, 0, 0, 0
26,2018-07-29 03:46:58pm, STATIC, random_18, false, LEFT, 2776, 0, 0, 0, 0
27,2018-07-29 03:47:00pm, STATIC, random_18, false, LEFT, 2616, 1, 1, 1, 1
28,2018-07-29 03:47:05pm, STATIC, random_18, false, LEFT, 4488, 0, 0, 0, 0
29,2018-07-29 03:47:08pm, STATIC, random_18, true, RIGHT, 2658, 0, 1, 0, 1
30,2018-07-29 03:47:12pm, STATIC, random_18, true, RIGHT, 4111, 0, 0, 0, 0
31,2018-07-29 03:47:16pm, STATIC, random_18, true, RIGHT, 3861, 1, 0, 1, 0
32,2018-07-29 03:47:19pm, STATIC, random_18, false, LEFT, 3008, 0, 0, 0, 0
33,2018-07-29 03:47:21pm, STATIC, random_18, false, LEFT, 2647, 0, 0, 0, 0
