trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2018-08-15 03:27:55pm, STATIC, random_0, true, LEFT, 16612, 0, 1, 0, 1
1,2018-08-15 03:27:59pm, STATIC, random_0, false, RIGHT, 3136, 1, 0, 0, 1
2,2018-08-15 03:28:05pm, STATIC, random_0, true, LEFT, 6511, 0, 1, 0, 1
3,2018-08-15 03:28:08pm, STATIC, random_0, false, RIGHT, 2743, 0, 0, 0, 0
4,2018-08-15 03:28:11pm, STATIC, random_0, false, RIGHT, 3041, 0, 0, 0, 0
5,2018-08-15 03:28:14pm, STATIC, random_0, false, RIGHT, 2848, 0, 1, 1, 0
6,2018-08-15 03:28:16pm, STATIC, random_0, false, RIGHT, 2775, 0, 0, 0, 0
7,2018-08-15 03:28:19pm, STATIC, random_0, true, LEFT, 2384, 0, 0, 0, 0
8,2018-08-15 03:28:21pm, STATIC, random_0, true, LEFT, 2417, 1, 0, 1, 0
9,2018-08-15 03:28:24pm, STATIC, random_0, true, LEFT, 2615, 0, 0, 0, 0
10,2018-08-15 03:28:27pm, STATIC, random_0, false, RIGHT, 2640, 0, 0, 0, 0
11,2018-08-15 03:28:29pm, STATIC, random_0, false, RIGHT, 2352, 0, 1, 1, 0
12,2018-08-15 03:28:31pm, STATIC, random_0, true, LEFT, 2345, 0, 0, 0, 0
13,2018-08-15 03:28:33pm, STATIC, random_0, true, LEFT, 2400, 0, 1, 0, 1
14,2018-08-15 03:28:36pm, STATIC, random_0, true, LEFT, 2511, 0, 1, 0, 1
15,2018-08-15 03:28:39pm, STATIC, random_0, false, RIGHT, 2881, 0, 0, 0, 0
16,2018-08-15 03:28:42pm, STATIC, random_0, true, LEFT, 3000, 0, 1, 0, 1
17,2018-08-15 03:28:44pm, STATIC, random_0, false, RIGHT, 2616, 0, 0, 0, 0
18,2018-08-15 03:28:47pm, STATIC, random_0, true, LEFT, 2087, 0, 0, 0, 0
19,2018-08-15 03:28:49pm, STATIC, random_0, false, RIGHT, 2393, 0, 1, 1, 0
20,2018-08-15 03:28:52pm, STATIC, random_0, false, RIGHT, 2464, 1, 1, 1, 1
21,2018-08-15 03:28:54pm, STATIC, random_0, false, RIGHT, 2392, 0, 0, 0, 0
22,2018-08-15 03:28:56pm, STATIC, random_0, true, LEFT, 2240, 0, 0, 0, 0
23,2018-08-15 03:28:58pm, STATIC, random_0, true, LEFT, 2215, 0, 0, 0, 0
24,2018-08-15 03:29:01pm, STATIC, random_0, true, LEFT, 2321, 0, 0, 0, 0
25,2018-08-15 03:29:03pm, STATIC, random_0, false, RIGHT, 2087, 0, 0, 0, 0
26,2018-08-15 03:29:05pm, STATIC, random_0, false, RIGHT, 2344, 0, 0, 0, 0
27,2018-08-15 03:29:07pm, STATIC, random_0, true, LEFT, 2465, 1, 0, 1, 0
28,2018-08-15 03:29:11pm, STATIC, random_0, true, LEFT, 3008, 0, 0, 0, 0
29,2018-08-15 03:29:14pm, STATIC, random_0, true, LEFT, 2175, 0, 0, 0, 0
30,2018-08-15 03:29:16pm, STATIC, random_0, false, RIGHT, 2969, 0, 0, 0, 0
31,2018-08-15 03:29:19pm, STATIC, random_0, false, RIGHT, 3752, 0, 0, 0, 0
32,2018-08-15 03:29:22pm, STATIC, random_0, true, LEFT, 2127, 0, 0, 0, 0
33,2018-08-15 03:29:24pm, STATIC, random_0, false, RIGHT, 2489, 0, 0, 0, 0
34,2018-08-15 03:29:27pm, STATIC, random_0, true, LEFT, 2304, 0, 1, 0, 1
35,2018-08-15 03:29:29pm, STATIC, random_0, false, RIGHT, 2376, 1, 0, 0, 1
36,2018-08-15 03:29:31pm, STATIC, random_0, false, RIGHT, 2368, 1, 0, 0, 1
37,2018-08-15 03:29:34pm, STATIC, random_0, false, RIGHT, 2663, 1, 1, 1, 1
38,2018-08-15 03:29:36pm, STATIC, random_0, false, RIGHT, 2241, 1, 0, 0, 1
