trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2018-08-15 03:28:51pm, STATIC, random_7, false, LEFT, 4173, 0, 1, 1, 0
1,2018-08-15 03:28:54pm, STATIC, random_7, true, RIGHT, 3008, 0, 0, 0, 0
2,2018-08-15 03:28:56pm, STATIC, random_7, false, LEFT, 2110, 0, 1, 1, 0
3,2018-08-15 03:29:01pm, STATIC, random_7, false, LEFT, 4780, 0, 0, 0, 0
4,2018-08-15 03:29:03pm, STATIC, random_7, true, RIGHT, 2110, 1, 0, 1, 0
5,2018-08-15 03:29:05pm, STATIC, random_7, false, LEFT, 2103, 0, 0, 0, 0
6,2018-08-15 03:29:07pm, STATIC, random_7, true, RIGHT, 2071, 0, 0, 0, 0
7,2018-08-15 03:29:09pm, STATIC, random_7, true, RIGHT, 2025, 1, 0, 1, 0
8,2018-08-15 03:29:14pm, STATIC, random_7, true, RIGHT, 2428, 0, 1, 0, 1
9,2018-08-15 03:29:15pm, STATIC, random_7, true, RIGHT, 2335, 1, 0, 1, 0
10,2018-08-15 03:29:16pm, STATIC, random_7, true, RIGHT, 2380, 0, 0, 0, 0
11,2018-08-15 03:29:18pm, STATIC, random_7, true, RIGHT, 2134, 0, 0, 0, 0
12,2018-08-15 03:29:20pm, STATIC, random_7, true, RIGHT, 1994, 0, 0, 0, 0
13,2018-08-15 03:29:22pm, STATIC, random_7, false, LEFT, 1940, 0, 0, 0, 0
14,2018-08-15 03:29:25pm, STATIC, random_7, true, RIGHT, 2070, 0, 1, 0, 1
15,2018-08-15 03:29:27pm, STATIC, random_7, true, RIGHT, 2528, 1, 0, 1, 0
16,2018-08-15 03:29:29pm, STATIC, random_7, true, RIGHT, 2018, 1, 1, 1, 1
17,2018-08-15 03:29:32pm, STATIC, random_7, true, RIGHT, 2700, 0, 1, 0, 1
18,2018-08-15 03:29:34pm, STATIC, random_7, true, RIGHT, 2100, 0, 0, 0, 0
19,2018-08-15 03:29:43pm, STATIC, random_7, true, RIGHT, 9510, 0, 0, 0, 0
20,2018-08-15 03:29:46pm, STATIC, random_7, true, RIGHT, 2264, 1, 1, 1, 1
21,2018-08-15 03:29:48pm, STATIC, random_7, true, RIGHT, 2778, 1, 0, 1, 0
22,2018-08-15 03:29:50pm, STATIC, random_7, true, RIGHT, 2023, 0, 0, 0, 0
