trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2019-09-15 04:34:48pm, STATIC, random_16, true, LEFT, 5134, 0, 0, 0, 0
1,2019-09-15 04:34:53pm, STATIC, random_16, false, RIGHT, 4278, 0, 0, 0, 0
2,2019-09-15 04:34:56pm, STATIC, random_16, false, RIGHT, 2906, 0, 0, 0, 0
3,2019-09-15 04:34:58pm, STATIC, random_16, false, RIGHT, 2569, 0, 0, 0, 0
4,2019-09-15 04:35:01pm, STATIC, random_16, false, RIGHT, 2414, 0, 0, 0, 0
5,2019-09-15 04:35:03pm, STATIC, random_16, true, LEFT, 2392, 0, 0, 0, 0
6,2019-09-15 04:35:06pm, STATIC, random_16, false, RIGHT, 2890, 0, 0, 0, 0
7,2019-09-15 04:35:08pm, STATIC, random_16, false, RIGHT, 2563, 0, 0, 0, 0
8,2019-09-15 04:35:11pm, STATIC, random_16, true, LEFT, 2528, 0, 0, 0, 0
9,2019-09-15 04:35:13pm, STATIC, random_16, true, LEFT, 2430, 1, 0, 0, 1
10,2019-09-15 04:35:16pm, STATIC, random_16, true, LEFT, 2584, 0, 0, 0, 0
11,2019-09-15 04:35:18pm, STATIC, random_16, true, LEFT, 2323, 0, 1, 1, 0
12,2019-09-15 04:35:21pm, STATIC, random_16, false, RIGHT, 2314, 1, 0, 0, 1
13,2019-09-15 04:35:23pm, STATIC, random_16, true, LEFT, 2462, 0, 0, 0, 0
14,2019-09-15 04:35:25pm, STATIC, random_16, true, LEFT, 2392, 0, 1, 1, 0
15,2019-09-15 04:35:28pm, STATIC, random_16, false, RIGHT, 2276, 0, 0, 0, 0
16,2019-09-15 04:35:30pm, STATIC, random_16, false, RIGHT, 2374, 1, 0, 0, 1
17,2019-09-15 04:35:33pm, STATIC, random_16, false, RIGHT, 2376, 0, 0, 0, 0
18,2019-09-15 04:35:35pm, STATIC, random_16, false, RIGHT, 2315, 0, 0, 0, 0
19,2019-09-15 04:35:37pm, STATIC, random_16, true, LEFT, 2315, 1, 0, 0, 1
20,2019-09-15 04:35:40pm, STATIC, random_16, false, RIGHT, 2797, 1, 0, 0, 1
21,2019-09-15 04:35:42pm, STATIC, random_16, false, RIGHT, 2224, 1, 0, 0, 1
22,2019-09-15 04:35:44pm, STATIC, random_16, true, LEFT, 2306, 0, 1, 1, 0
23,2019-09-15 04:35:47pm, STATIC, random_16, false, RIGHT, 2638, 0, 0, 0, 0
24,2019-09-15 04:35:50pm, STATIC, random_16, true, LEFT, 2568, 0, 0, 0, 0
25,2019-09-15 04:35:52pm, STATIC, random_16, true, LEFT, 2692, 1, 0, 0, 1
26,2019-09-15 04:35:55pm, STATIC, random_16, true, LEFT, 2438, 0, 0, 0, 0
27,2019-09-15 04:35:57pm, STATIC, random_16, false, RIGHT, 2681, 0, 0, 0, 0
28,2019-09-15 04:36:00pm, STATIC, random_16, false, RIGHT, 2401, 0, 0, 0, 0
29,2019-09-15 04:36:02pm, STATIC, random_16, false, RIGHT, 2481, 0, 1, 1, 0
30,2019-09-15 04:36:05pm, STATIC, random_16, false, RIGHT, 2241, 0, 0, 0, 0
31,2019-09-15 04:36:07pm, STATIC, random_16, true, LEFT, 2237, 1, 1, 1, 1
32,2019-09-15 04:36:09pm, STATIC, random_16, false, RIGHT, 2399, 0, 0, 0, 0
33,2019-09-15 04:36:12pm, STATIC, random_16, true, LEFT, 2454, 0, 0, 0, 0
34,2019-09-15 04:36:14pm, STATIC, random_16, false, RIGHT, 2314, 0, 1, 1, 0
35,2019-09-15 04:36:16pm, STATIC, random_16, false, RIGHT, 2440, 0, 0, 0, 0
36,2019-09-15 04:36:19pm, STATIC, random_16, true, LEFT, 2376, 0, 0, 0, 0
37,2019-09-15 04:36:21pm, STATIC, random_16, true, LEFT, 2307, 0, 0, 0, 0
38,2019-09-15 04:36:24pm, STATIC, random_16, false, RIGHT, 2691, 1, 0, 0, 1
39,2019-09-15 04:36:26pm, STATIC, random_16, true, LEFT, 2391, 0, 0, 0, 0
40,2019-09-15 04:36:29pm, STATIC, random_16, false, RIGHT, 2608, 1, 0, 0, 1
41,2019-09-15 04:36:31pm, STATIC, random_16, false, RIGHT, 2562, 0, 0, 0, 0
42,2019-09-15 04:36:34pm, STATIC, random_16, true, LEFT, 2536, 0, 0, 0, 0
43,2019-09-15 04:36:36pm, STATIC, random_16, false, RIGHT, 2240, 1, 1, 1, 1
44,2019-09-15 04:36:38pm, STATIC, random_16, false, RIGHT, 2254, 0, 0, 0, 0
45,2019-09-15 04:36:41pm, STATIC, random_16, true, LEFT, 2460, 0, 0, 0, 0
46,2019-09-15 04:36:43pm, STATIC, random_16, false, RIGHT, 2299, 0, 0, 0, 0
47,2019-09-15 04:36:46pm, STATIC, random_16, true, LEFT, 2639, 1, 0, 0, 1
48,2019-09-15 04:36:48pm, STATIC, random_16, true, LEFT, 2413, 0, 0, 0, 0
49,2019-09-15 04:36:51pm, STATIC, random_16, false, RIGHT, 2514, 1, 1, 1, 1
50,2019-09-15 04:36:56pm, STATIC, random_16, true, LEFT, 5489, 0, 0, 0, 0
51,2019-09-15 04:36:59pm, STATIC, random_16, false, RIGHT, 2469, 1, 0, 0, 1
52,2019-09-15 04:37:01pm, STATIC, random_16, false, RIGHT, 2606, 1, 0, 0, 1
53,2019-09-15 04:37:04pm, STATIC, random_16, false, RIGHT, 2816, 0, 0, 0, 0
54,2019-09-15 04:37:07pm, STATIC, random_16, true, LEFT, 2395, 0, 0, 0, 0
55,2019-09-15 04:37:09pm, STATIC, random_16, false, RIGHT, 2323, 0, 1, 1, 0
56,2019-09-15 04:37:11pm, STATIC, random_16, true, LEFT, 2376, 0, 1, 1, 0
57,2019-09-15 04:37:16pm, STATIC, random_16, false, RIGHT, 4800, 1, 1, 1, 1
58,2019-09-15 04:37:21pm, STATIC, random_16, false, RIGHT, 5066, 0, 1, 1, 0
59,2019-09-15 04:37:25pm, STATIC, random_16, false, RIGHT, 3894, 0, 0, 0, 0
60,2019-09-15 04:37:29pm, STATIC, random_16, true, LEFT, 4109, 1, 0, 0, 1
61,2019-09-15 04:37:32pm, STATIC, random_16, true, LEFT, 2421, 1, 0, 0, 1
62,2019-09-15 04:37:35pm, STATIC, random_16, true, LEFT, 3158, 0, 1, 1, 0
63,2019-09-15 04:37:37pm, STATIC, random_16, false, RIGHT, 2230, 0, 0, 0, 0
64,2019-09-15 04:37:39pm, STATIC, random_16, true, LEFT, 2270, 0, 0, 0, 0
65,2019-09-15 04:37:42pm, STATIC, random_16, false, RIGHT, 2619, 0, 0, 0, 0
66,2019-09-15 04:37:45pm, STATIC, random_16, true, LEFT, 3199, 0, 0, 0, 0
67,2019-09-15 04:37:48pm, STATIC, random_16, true, LEFT, 3395, 0, 0, 0, 0
68,2019-09-15 04:37:51pm, STATIC, random_16, false, RIGHT, 2214, 0, 0, 0, 0
69,2019-09-15 04:37:53pm, STATIC, random_16, true, LEFT, 2354, 0, 0, 0, 0
70,2019-09-15 04:37:55pm, STATIC, random_16, false, RIGHT, 2429, 0, 0, 0, 0
71,2019-09-15 04:37:58pm, STATIC, random_16, false, RIGHT, 2177, 0, 1, 1, 0
72,2019-09-15 04:38:00pm, STATIC, random_16, true, LEFT, 2231, 0, 1, 1, 0
73,2019-09-15 04:38:02pm, STATIC, random_16, true, LEFT, 2160, 0, 0, 0, 0
74,2019-09-15 04:38:04pm, STATIC, random_16, false, RIGHT, 2400, 1, 0, 0, 1
75,2019-09-15 04:38:07pm, STATIC, random_16, false, RIGHT, 2360, 0, 1, 1, 0
76,2019-09-15 04:38:09pm, STATIC, random_16, false, RIGHT, 2492, 0, 0, 0, 0
77,2019-09-15 04:38:12pm, STATIC, random_16, true, LEFT, 2343, 0, 1, 1, 0
78,2019-09-15 04:38:14pm, STATIC, random_16, true, LEFT, 2714, 1, 0, 0, 1
79,2019-09-15 04:38:17pm, STATIC, random_16, true, LEFT, 2368, 1, 0, 0, 1
80,2019-09-15 04:38:19pm, STATIC, random_16, true, LEFT, 2330, 0, 0, 0, 0
81,2019-09-15 04:38:21pm, STATIC, random_16, false, RIGHT, 2422, 0, 0, 0, 0
82,2019-09-15 04:38:24pm, STATIC, random_16, false, RIGHT, 2375, 0, 1, 1, 0
83,2019-09-15 04:38:26pm, STATIC, random_16, true, LEFT, 2346, 0, 0, 0, 0
84,2019-09-15 04:38:28pm, STATIC, random_16, false, RIGHT, 2368, 0, 0, 0, 0
85,2019-09-15 04:38:31pm, STATIC, random_16, true, LEFT, 2546, 0, 1, 1, 0
86,2019-09-15 04:38:33pm, STATIC, random_16, false, RIGHT, 2328, 0, 0, 0, 0
87,2019-09-15 04:38:36pm, STATIC, random_16, false, RIGHT, 2414, 0, 0, 0, 0
88,2019-09-15 04:38:38pm, STATIC, random_16, true, LEFT, 2560, 0, 0, 0, 0
89,2019-09-15 04:38:41pm, STATIC, random_16, true, LEFT, 2368, 1, 1, 1, 1
90,2019-09-15 04:38:45pm, STATIC, random_16, true, LEFT, 3909, 0, 1, 1, 0
91,2019-09-15 04:38:48pm, STATIC, random_16, false, RIGHT, 3704, 0, 0, 0, 0
92,2019-09-15 04:38:52pm, STATIC, random_16, false, RIGHT, 3648, 0, 0, 0, 0
93,2019-09-15 04:38:56pm, STATIC, random_16, false, RIGHT, 4123, 0, 0, 0, 0
94,2019-09-15 04:38:59pm, STATIC, random_16, false, RIGHT, 2582, 0, 1, 1, 0
95,2019-09-15 04:39:02pm, STATIC, random_16, true, LEFT, 3106, 0, 0, 0, 0
96,2019-09-15 04:39:05pm, STATIC, random_16, false, RIGHT, 2950, 0, 1, 1, 0
97,2019-09-15 04:39:07pm, STATIC, random_16, false, RIGHT, 2421, 1, 0, 0, 1
98,2019-09-15 04:39:12pm, STATIC, random_16, false, RIGHT, 4606, 1, 1, 1, 1
99,2019-09-15 04:39:14pm, STATIC, random_16, true, LEFT, 2430, 1, 1, 1, 1
